ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija,USP,ko_fix,Sumariafix
"323233",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Gornje Predrijevo,Slatina
"323217",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Gornja Bukovica,Slatina
"323209",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Ćeralije,Slatina,Ðuričić,Ćeralije
"323179",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Donje Bazije,Slatina
"323152",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Donja Bukovica,Slatina
"323144",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Dobrović,Slatina
"323136",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Ćeralije,Slatina,Ćeralije,Ćeralije
"323128",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Čađavica,Slatina
"323098",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Bakić,Slatina
"320463",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Zdenci,Orahovica
"320447",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Suha Mlaka,Orahovica
"320439",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Stara Jošava,Orahovica
"320412",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Čačinci,Slatina,Slatinski Drenovac,Čačinci
"320404",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Čačinci,Slatina,Pušina,Čačinci
"320382",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Orahovica,Orahovica
"320374",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Obradovci,Orahovica
"320340",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Donji Miholjac,Našice,Kutovi,Donji Miholjac
"320331",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Čačinci,Slatina,Krasković,Čačinci
"320323",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Krajna,Orahovica
"320315",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Kokočak,Orahovica
"320307",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Gornja Pištana,Orahovica
"320285",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Donje Predrijevo,Orahovica
"320277",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Donja Pištana,Orahovica
"320269",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Dolci,Orahovica
"320242",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Čačinci,Orahovica
"320234",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Donji Miholjac,Našice,Crnac,Donji Miholjac
"320226",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Brezovljani,Orahovica
"320218",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Bare,Orahovica
"320200",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Bankovci,Orahovica
"317535",Našice,Osječko-baranjska županija,Osijek,Šumarija Đurđenovac,Našice,Šaptinovci,Đurđenovac
"317454",Našice,Osječko-baranjska županija,Osijek,Šumarija Đurđenovac,Našice,Pribiševci,Đurđenovac
"317390",Našice,Osječko-baranjska županija,Osijek,Šumarija Našice,Našice,Našice,Našice
"317381",Našice,Osječko-baranjska županija,Osijek,Šumarija Našice,Našice,Martin,Našice
"317349",Našice,Osječko-baranjska županija,Osijek,Šumarija Đurđenovac,Našice,Klokočevci,Đurđenovac
"317292",Našice,Osječko-baranjska županija,Osijek,Šumarija Đurđenovac,Našice,Gazije,Đurđenovac
"317284",Našice,Osječko-baranjska županija,Osijek,Šumarija Đurđenovac,Našice,Feričanci,Đurđenovac
"317276",Našice,Osječko-baranjska županija,Osijek,Šumarija Đurđenovac,Našice,Donja Motičina,Đurđenovac
"317241",Našice,Osječko-baranjska županija,Osijek,Šumarija Koška,Našice,Breznica Našička,Koška
"317233",Našice,Osječko-baranjska županija,Osijek,Šumarija Đurđenovac,Našice,Bokšić,Đurđenovac
"317225",Našice,Osječko-baranjska županija,Osijek,Šumarija Đurđenovac,Našice,Beljevina,Đurđenovac
"305472",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Viljevo,Donji Miholjac
"305464",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Šljivoševci,Donji Miholjac
"305456",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Rakitovica,Donji Miholjac
"305448",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Radikovci,Donji Miholjac
"305421",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Moslavina Podravska,Donji Miholjac
"305413",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Miholjački Poreč,Donji Miholjac
"305391",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Koška,Našice,Lacići,Koška
"305375",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Kućanci,Donji Miholjac
"305367",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Kapelna,Donji Miholjac
"305359",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Golinci,Donji Miholjac
"305332",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Sveti Ðurađ,Donji Miholjac
"305324",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Donji Miholjac,Donji Miholjac
"305286",Donji Miholjac,Osječko-baranjska županija,Osijek,Šumarija Donji Miholjac,Našice,Beničanci,Donji Miholjac
"323292",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Ivanbrijeg,Slatina
"327565",Požega,Požeško-slavonska županija,Požega,Šumarija Kamenska,Požega,Novo Zvečevo,Kamenska
"323578",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Voćin,Slatina,Voćin,Voćin
"323560",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Vaška,Slatina
"323535",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Ćeralije,Slatina,Smude,Ćeralije
"323519",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Sladojevci,Slatina
"323497",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Ćeralije,Slatina,Sekulinci,Ćeralije
"323454",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Voćin,Slatina,Popovac Voćinski,Voćin
"323373",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Ćeralije,Slatina,Macute,Ćeralije
"323365",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Lukavac,Slatina
"323357",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Voćin,Slatina,Lisičine,Voćin
"323349",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Voćin,Slatina,Kuzma,Voćin
"323314",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Voćin,Slatina,Kometnik,Voćin
"323276",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Voćin,Slatina,Hum Voćinski,Voćin
"323268",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Gornji Miholjac,Slatina
"323250",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Ćeralije,Slatina,Gornji Meljani,Ćeralije
"323110",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Ćeralije,Slatina,Bokane,Ćeralije
"304468",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Sirač,Bjelovar,Zaile,Sirač
"304379",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Suhopolje,Slatina,Removac,Suhopolje
"304352",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Puklica,Đulovac
"304344",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Potočani,Đulovac
"304328",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Ðulovac,Đulovac
"304280",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Krivaja,Đulovac
"304247",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Klisa,Đulovac
"304093",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Cjepidlake,Đulovac
"304069",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Sirač,Bjelovar,Borki,Sirač
"336700",Našice,Osječko-baranjska županija,Osijek,Šumarija Koška,Našice,Ledenik,Koška
"321621",Pakrac,Požeško-slavonska županija,Požega,Šumarija Pakrac,Bjelovar,Branešci,Pakrac
"320358",Orahovica,Virovitičko-podravska županij,Virovitica,Šumarija Orahovica,Našice,Manastir Orahovica,Orahovica
"337625",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Požari,Virovitica
"332674",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Suhopolje,Suhopolje
"332631",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Pivnica,Suhopolje
"332623",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Pčelić,Suhopolje
"332615",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Orešac,Suhopolje
"332607",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Naudovac,Suhopolje
"332569",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Kapan,Suhopolje
"332534",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Gvozdanska,Suhopolje
"332496",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Gačište,Suhopolje
"332461",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Cabuna,Suhopolje
"332429",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Borova,Suhopolje
"323462",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Radosavci,Slatina
"323420",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Novaki,Slatina
"323284",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Voćin,Slatina,Hum-Varoš,Voćin
"323225",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Gornje Kusonje,Slatina
"323195",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Donji Meljani,Slatina
"304450",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Vrijeska,Daruvar
"304433",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Veliki Bastaji,Đulovac
"304298",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Mali Bastaji,Đulovac
"304263",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Đulovac,Bjelovar,Koreničani,Đulovac
"304441",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Vrbovac,Daruvar
"304336",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Sirač,Bjelovar,Pakrani,Sirač
"304301",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Markovac,Daruvar
"304123",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Daruvar,Bjelovar,Dobra Kuća,Daruvar
"304034",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Sirač,Bjelovar,Bijela,Sirač
"321796",Pakrac,Požeško-slavonska županija,Požega,Šumarija Pakrac,Bjelovar,Grahovljani,Pakrac
"304387",Daruvar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Sirač,Bjelovar,Sirač,Sirač
"311618",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Veliki Zdenci,Grubišno Polje
"311537",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Pavlovac,Grubišno Polje
"311405",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Donja Kovačica,Veliki Grđevac
"309893",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Velika Trnava,Grubišno Polje
"309877",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Trnovitica,Veliki Grđevac
"309770",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Garešnica,Bjelovar,Mlinska,Garešnica
"309672",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Hercegovac,Veliki Grđevac
"301370",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Ravneš,Velika Pisanica
"301337",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Prespa,Bjelovar
"301183",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Lasovac,Velika Pisanica
"301019",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Dautan,Bjelovar
"300985",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Ciglena,Bjelovar
"338117",Novalja,Ličko-senjska županija,Gospić,Šumarija Pag,Senj,Novalja-nova,Pag
"337668",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Perušić 1,Perušić
"325295",Senj,Ličko-senjska županija,Gospić,Šumarija Senj,Senj,Prizna,Senj
"325228",Senj,Ličko-senjska županija,Gospić,Šumarija Senj,Senj,Jablanac,Senj
"311014",Gospić,Ličko-senjska županija,Gospić,Šumarija Gospić,Gospić,Smiljan,Gospić
"310972",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Perušić,Perušić
"310948",Gospić,Ličko-senjska županija,Gospić,Šumarija Gospić,Gospić,Mušaluk,Gospić
"310921",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Mlakva,Perušić
"310883",Gospić,Ličko-senjska županija,Gospić,Šumarija Gospić,Gospić,Lipe,Gospić
"310867",Gospić,Ličko-senjska županija,Gospić,Šumarija Gospić,Gospić,Lički Osik,Gospić
"310824",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Kvarte,Perušić
"310794",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Kruščica,Perušić
"310778",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Klanac,Perušić
"310760",Gospić,Ličko-senjska županija,Gospić,Šumarija Karlobag,Gospić,Karlobag,Karlobag
"310751",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Kaluđerovac,Perušić
"310743",Gospić,Ličko-senjska županija,Gospić,Šumarija Gospić,Gospić,Gospić,Gospić
"310735",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Gornji Kosinj,Perušić
"310727",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Gornje Pazarište,Perušić
"310689",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Donje Pazarište,Perušić
"310654",Gospić,Ličko-senjska županija,Gospić,Šumarija Gospić,Gospić,Debelo Brdo,Gospić
"310638",Gospić,Ličko-senjska županija,Gospić,Šumarija Gospić,Gospić,Bužim,Gospić
"310590",Gospić,Ličko-senjska županija,Gospić,Šumarija Karlobag,Gospić,Baške Oštarije,Karlobag
"336882",Rab,Primorsko-goranska županija,Rijeka,Šumarija Rab,Senj,Goli Otok,Rab
"325325",Senj,Ličko-senjska županija,Gospić,Šumarija Krasno,Senj,Stinica,Krasno
"325317",Senj,Ličko-senjska županija,Gospić,Šumarija Senj,Senj,Starigrad,Senj
"325309",Senj,Ličko-senjska županija,Gospić,Šumarija Senj,Senj,Senj,Senj
"325287",Senj,Ličko-senjska županija,Gospić,Šumarija Senj,Senj,Melnice,Senj
"325279",Senj,Ličko-senjska županija,Gospić,Šumarija Senj,Senj,Krivi Put,Senj
"325252",Senj,Ličko-senjska županija,Gospić,Šumarija Krasno,Senj,Krasno,Krasno
"325244",Senj,Ličko-senjska županija,Gospić,Šumarija Senj,Senj,Klada,Senj
"325236",Senj,Ličko-senjska županija,Gospić,Šumarija Senj,Senj,Sveti Juraj,Senj
"324396",Rab,Primorsko-goranska županija,Rijeka,Šumarija Rab,Senj,Barbat na Rabu,Rab
"324388",Rab,Primorsko-goranska županija,Rijeka,Šumarija Rab,Senj,Banjol,Rab
"321052",Otoèac,Ličko-senjska županija,Gospić,Šumarija Brinje,Gospić,Vojvoduša,Brinje
"321044",Otoèac,Ličko-senjska županija,Gospić,Šumarija Brinje,Gospić,Vodoteč,Brinje
"321028",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Švica,Otočac
"320994",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Hrvatsko Polje,Otočac
"320943",Otoèac,Ličko-senjska županija,Gospić,Šumarija Brinje,Gospić,Prokike,Brinje
"320889",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Kuterevo,Otočac
"320862",Otoèac,Ličko-senjska županija,Gospić,Šumarija Brinje,Gospić,Križpolje,Brinje
"320854",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Kompolje,Otočac
"320846",Otoèac,Ličko-senjska županija,Gospić,Šumarija Brinje,Gospić,Jezerane,Brinje
"320803",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Brloška Dubrava,Otočac
"320790",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Brlog,Otočac
"320781",Otoèac,Ličko-senjska županija,Gospić,Šumarija Brinje,Gospić,Brinje,Brinje
"319228",Ogulin,Karlovačka županija,Karlovac,Šumarija Drežnica,Ogulin,Drežnica,Drežnica
"315834",Krk,Primorsko-goranska županija,Rijeka,Šumarija Krk,Senj,Baška,Krk
"310891",Gospić,Ličko-senjska županija,Gospić,Šumarija Perušić,Gospić,Lipovo Polje,Perušić
"302678",Crikvenica,Primorsko-goranska županija,Rijeka,Šumarija Crikvenica,Senj,Novi,Crikvenica
"302660",Crikvenica,Primorsko-goranska županija,Rijeka,Šumarija Novi Vinodolski,Senj,Ledenice,Novi Vinodolski
"302651",Crikvenica,Primorsko-goranska županija,Rijeka,Šumarija Novi Vinodolski,Senj,Krmpote,Novi Vinodolski
"302589",Crikvenica,Primorsko-goranska županija,Rijeka,Šumarija Crikvenica,Senj,Bribir,Crikvenica
"330612",Korenica,Ličko-senjska županija,Gospić,Šumarija Korenica,Gospić,Trnavac,Korenica
"330400",Korenica,Ličko-senjska županija,Gospić,Šumarija Korenica,Gospić,Čanak,Korenica
"329410",Slunj,Karlovačka županija,Karlovac,Šumarija Slunj,Karlovac,Zbjeg Močilski,Slunj
"329398",Slunj,Karlovačka županija,Karlovac,Šumarija Slunj,Karlovac,Tržić Primišljanski,Slunj
"329371",Slunj,Karlovačka županija,Karlovac,Šumarija Saborsko Plaški,Ogulin,Tobolić,Saborsko Plaški
"329266",Slunj,Karlovačka županija,Karlovac,Šumarija Slunj,Karlovac,Nikšić,Slunj
"329258",Slunj,Karlovačka županija,Karlovac,Šumarija Rakovica,Karlovac,Močila,Rakovica
"329185",Slunj,Karlovačka županija,Karlovac,Šumarija Slunj,Karlovac,Gornje Primišlje,Slunj
"329100",Slunj,Karlovačka županija,Karlovac,Šumarija Slunj,Karlovac,Donje Primišlje,Slunj
"329096",Slunj,Karlovačka županija,Karlovac,Šumarija Slunj,Karlovac,Cvitović,Slunj
"329037",Slunj,Karlovačka županija,Karlovac,Šumarija Slunj,Karlovac,Blagaj,Slunj
"321087",Otoèac,Ličko-senjska županija,Gospić,Šumarija Vrhovine,Gospić,Zalužnica,Vrhovine
"321079",Otoèac,Ličko-senjska županija,Gospić,Šumarija Vrhovine,Gospić,Vrhovine,Vrhovine
"321036",Otoèac,Ličko-senjska županija,Gospić,Šumarija Vrhovine,Gospić,Turjanski,Vrhovine
"321010",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Škare,Otočac
"321001",Otoèac,Ličko-senjska županija,Gospić,Šumarija Brinje,Gospić,Stajnica,Brinje
"320986",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Sinac,Otočac
"320978",Otoèac,Ličko-senjska županija,Gospić,Šumarija Vrhovine,Gospić,Rudopolje,Vrhovine
"320960",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Ramljani,Otočac
"320951",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Prozor,Otočac
"320935",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Otočac,Otočac
"320927",Otoèac,Ličko-senjska županija,Gospić,Šumarija Brinje,Gospić,Lipice,Brinje
"320919",Otoèac,Ličko-senjska županija,Gospić,Šumarija Brinje,Gospić,Letinac,Brinje
"320897",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Ličko Lešće,Otočac
"320838",Otoèac,Ličko-senjska županija,Gospić,Šumarija Vrhovine,Gospić,Doljani,Vrhovine
"320820",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Dabar,Otočac
"320811",Otoèac,Ličko-senjska županija,Gospić,Šumarija Otočac,Gospić,Čovići,Otočac
"320773",Otoèac,Ličko-senjska županija,Gospić,Šumarija Vrhovine,Gospić,Babin Potok,Vrhovine
"319538",Ogulin,Karlovačka županija,Karlovac,Šumarija Ogulin,Ogulin,Zdenac,Ogulin
"319520",Ogulin,Karlovačka županija,Karlovac,Šumarija Josipdol,Ogulin,Zagorje,Josipdol
"319503",Ogulin,Karlovačka županija,Karlovac,Šumarija Josipdol,Ogulin,Vajin Vrh,Josipdol
"319490",Ogulin,Karlovačka županija,Karlovac,Šumarija Josipdol,Ogulin,Tržić Tounjski,Josipdol
"319481",Ogulin,Karlovačka županija,Karlovac,Šumarija Josipdol,Ogulin,Trojvrh,Josipdol
"319465",Ogulin,Karlovačka županija,Karlovac,Šumarija Josipdol,Ogulin,Skradnik,Josipdol
"319457",Ogulin,Karlovačka županija,Karlovac,Šumarija Saborsko Plaški,Ogulin,Saborsko,Saborsko Plaški
"319449",Ogulin,Karlovačka županija,Karlovac,Šumarija Saborsko Plaški,Ogulin,Pothum,Saborsko Plaški
"319406",Ogulin,Karlovačka županija,Karlovac,Šumarija Saborsko Plaški,Ogulin,Plaški,Saborsko Plaški
"319376",Ogulin,Karlovačka županija,Karlovac,Šumarija Ogulin,Ogulin,Oštarije,Ogulin
"319341",Ogulin,Karlovačka županija,Karlovac,Šumarija Josipdol,Ogulin,Modruš,Josipdol
