USP.x,Sumarija,GJ,Odsjek,KO.x,KC,Povrsina,stranica,odluka,napomena,KC_odluka,KC_2,ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija.y,USP.y,KOKC,.id,OBJECTID,KO.y,BROJ_KC,SHAPE_Leng,SHAPE_Area
Split,Benkovac,NA,NA,Gornje Biljane,d.1271/2,24,1,8,NA,"d.1271/1, d.1271/2",1271/2,300489,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300489_1271/2,KC_ZADZ.csv,9107830,300488.99999999994,1271/2,2873.6577182943993,430800.51021530904
Split,Benkovac,NA,NA,Pristeg,d.1419/2,8.0634,1,8,NA,d.1419/2,1419/2,300659,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300659_1419/2,KC_ZADZ.csv,11596983,300659.00000000006,1419/2,5393.942820506669,899286.8929676809
Split,Benkovac,NA,NA,Banjevci,d. 195/1,10,1,8,NA,d. 195/1, 195/1,300365,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300365_ 195/1,NA,NA,NA,NA,NA,NA
Split,Benkovac,NA,NA,Islam Grčki,538/99,0.5524,1,8,NA,538/99,538/99,300497,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300497_538/99,KC_ZADZ.csv,12502622,300496.99999999994,538/99,371.8556367416836,5830.516450848
Split,Benkovac,NA,NA,Islam Grčki,2012/17,2.3607,1,8,NA,2012/17,2012/17,300497,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300497_2012/17,KC_ZADZ.csv,12502628,300496.99999999994,2012/17,1144.2569856027617,22933.518923961867
Split,Benkovac,NA,NA,Islam Grčki,2012/42,1.5802,1,8,NA,2012/42,2012/42,300497,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300497_2012/42,KC_ZADZ.csv,12520830,300496.99999999994,2012/42,536.0826004513502,14154.079143656907
Split,Benkovac,NA,NA,Islam Grčki,2012/43,0.089,1,8,NA,2012/43,2012/43,300497,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300497_2012/43,KC_ZADZ.csv,12515991,300496.99999999994,2012/43,279.32462887080925,922.9858846618449
Split,Benkovac,NA,NA,Islam Grčki,538/86,2.5722,1,8,NA,538/86,538/86,300497,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300497_538/86,KC_ZADZ.csv,12506246,300496.99999999994,538/86,1183.6762956443586,30865.170997723864
Split,Benkovac,NA,NA,Islam Grčki,2012/5,9.8214,1,8,NA,2012/5,2012/5,300497,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300497_2012/5,KC_ZADZ.csv,12515965,300496.99999999994,2012/5,2928.323283895474,99231.52373010022
Split,Benkovac,NA,NA,Islam Grčki,2249/22,2.1007,1,8,NA,2249/22,2249/22,300497,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300497_2249/22,KC_ZADZ.csv,12496733,300496.99999999994,2249/22,715.3411402881576,21198.28239125054
Split,Benkovac,NA,NA,Radošinovci,d.522,104.473,1,8,NA,"d.522, d.523",522,300667,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300667_522,KC_ZADZ.csv,11612404,300667.00000000006,522,4978.345203239341,1144940.6188190295
Split,Benkovac,NA,NA,Radošinovci,d.523,104.473,1,8,NA,"d.522, d.523",523,300667,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300667_523,KC_ZADZ.csv,11613607,300667.00000000006,523,707.8117852480419,23130.39313628473
Split,Benkovac,NA,NA,Buković,d.574/1,6,1,8,NA,d.574/1,574/1,300411,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300411_574/1,KC_ZADZ.csv,12563556,300411.00000000006,574/1,7176.2344090209035,568452.4560072288
Split,Benkovac,NA,NA,Velim,1/1,8.3994,1,8,NA,1/1,1/1,300721,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300721_1/1,KC_ZADZ.csv,10269159,300720.99999999994,1/1,2188.888975267023,255517.00276988477
Split,Benkovac,NA,NA,Velim,1/1,8.3994,1,8,NA,1/1,1/1,300721,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300721_1/1,KC_SKZ.csv,10269159,300720.99999999994,1/1,2188.888975267023,255517.00276988477
Split,Biograd,NA,NA,Filipjakov,d.621,0.7773,1,8,d.621 N.I. (615/2 S.I.),"d.621, 615/2",621,300772,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300772_621,KC_ZADZ.csv,3700532,300772,621,3271.541954239871,433637.25870627223
Split,Biograd,NA,NA,Filipjakov,615/2,0.7773,1,8,d.621 N.I. (615/2 S.I.),"d.621, 615/2",615/2,300772,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300772_615/2,NA,NA,NA,NA,NA,NA
Split,Biograd,NA,NA,Filipjakov,d.2540/1,1.736,1,8,d.2540/1 N.I. (845/1 S.I.),"d.2540/1, 845/1",2540/1,300772,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300772_2540/1,NA,NA,NA,NA,NA,NA
Split,Biograd,NA,NA,Filipjakov,845/1,1.736,1,8,d.2540/1 N.I. (845/1 S.I.),"d.2540/1, 845/1",845/1,300772,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300772_845/1,NA,NA,NA,NA,NA,NA
Split,Biograd,NA,NA,Vrana,d.217,17.9342,1,8,NA,d.217,217,300870,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300870_217,NA,NA,NA,NA,NA,NA
Split,Brač,NA,NA,Postire,1300/1,5.24,1,8,NA,1300/1,1300/1,301663,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301663_1300/1,KC_SDZ.csv,4517327,301663.00000000006,1300/1,3362.1960572604257,131941.22557272704
Split,Drniš,NA,NA,Ružić,d.1383/1,2,1,8,NA,d.1383/1,1383/1,305952,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305952_1383/1,KC_SKZ.csv,12667263,305952,1383/1,1777.3473074372757,119654.74139916444
Split,Imotski,NA,NA,Cista,d.4140/1,100,1,8,NA,d.4140/1,4140/1,311839,Imotski,Splitsko-dalmatinska županija,Split,Šumarija Imotski,Split,311839_4140/1,KC_SDZ.csv,13248656,311839.00000000006,4140/1,23184.351687293427,2454757.3131657164
Split,Imotski,NA,NA,Cista,d.4140/1,3,1,8,NA,d.4140/1,4140/1,311839,Imotski,Splitsko-dalmatinska županija,Split,Šumarija Imotski,Split,311839_4140/1,KC_SDZ.csv,13248656,311839.00000000006,4140/1,23184.351687293427,2454757.3131657164
Split,Imotski,NA,NA,Cista,d.4140/1,4,1,8,NA,d.4140/1,4140/1,311839,Imotski,Splitsko-dalmatinska županija,Split,Šumarija Imotski,Split,311839_4140/1,KC_SDZ.csv,13248656,311839.00000000006,4140/1,23184.351687293427,2454757.3131657164
Split,Imotski,NA,NA,Vinjani,4281,5.5834,1,8,NA,4281,4281,312037,Imotski,Splitsko-dalmatinska županija,Split,Šumarija Imotski,Split,312037_4281,KC_SDZ.csv,3767707,312036.99999999994,4281,971.2246605590732,55829.09295910929
Split,Korčula,NA,NA,Blato,12878/1,6.23,1,8,NA,12878/1,12878/1,314633,Blato,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Korčula,Split,314633_12878/1,KC_DNZ.csv,10025741,314632.99999999994,12878/1,19694.59682875841,4430143.947215548
Split,Korčula,NA,NA,Lastovo,9743/3,5.01,1,8,NA,9743/3,9743/3,316717,Blato,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Korčula,Split,316717_9743/3,KC_DNZ.csv,13897754,316716.99999999994,9743/3,22537.33000428695,5858018.765409515
Split,Metković,NA,NA,Slivno,d.10948/1,5,1,8,NA,d.10948/1,10948/1,317187,Metkoviæ,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,317187_10948/1,KC_DNZ.csv,13709555,317187.00000000006,10948/1,4967.050271818496,540888.0965155256
Split,Metković,NA,NA,Slivno,d.7981/1,2.1,1,8,NA,d.7981/1,7981/1,317187,Metkoviæ,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,317187_7981/1,KC_DNZ.csv,13725106,317187.00000000006,7981/1,2050.10674081863,183706.4020004305
Split,Split,NA,NA,Katuni,7211,16.75,1,8,NA,7211,7211,319651,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319651_7211,KC_SDZ.csv,3796761,319651.00000000006,7211,3699.1644971760666,167997.4772035866
Split,Split,NA,NA,Katuni,7312/1,22.25,1,8,NA,7312/1,7312/1,319651,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319651_7312/1,KC_SDZ.csv,3801193,319651.00000000006,7312/1,5138.904918308169,221138.83707150145
Split,Split,NA,NA,Katuni,7765/1,37.8,1,8,NA,7765/1,7765/1,319651,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319651_7765/1,KC_SDZ.csv,3804440,319651.00000000006,7765/1,5906.565903261872,375703.431711472
Split,Split,NA,NA,Trogir,d.3732,8.7683,1,8,NA,d.3732,3732,330779,Trogir,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,330779_3732,NA,NA,NA,NA,NA,NA
Split,Split,NA,NA,Trogir,d.3733/3,5.911,1,8,NA,d.3733/3,3733/3,330779,Trogir,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,330779_3733/3,NA,NA,NA,NA,NA,NA
Split,Split,NA,NA,Kaštel Novi,1770/4,12,1,8,NA,1770/4,1770/4,313483,Kaštel Sućurac,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,313483_1770/4,KC_SDZ.csv,12348881,313483.00000000006,1770/4,4158.399708811181,255942.81380656626
Split,Šibenik,NA,NA,Konjevrate,d.2192/2,0.2261,1,8,NA,d.2192/2,2192/2,330051,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330051_2192/2,KC_SKZ.csv,11821403,330051.00000000006,2192/2,6236.121872912255,702281.1804720352
Split,Šibenik,NA,NA,Konjevrate,d.1990/40,1,1,8,NA,d.1990/40,1990/40,330051,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330051_1990/40,KC_SKZ.csv,11831629,330051.00000000006,1990/40,5075.68948454709,294701.7336844814
Split,Šibenik,NA,NA,Tisno,d.9178/7,2,1,8,NA,d.9178/7,9178/7,330272,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330272_9178/7,KC_SKZ.csv,11985972,330272,9178/7,1476.062605307441,33776.6953396264
Split,Šibenik,NA,NA,Dubravice,d.1401/2,3.7,1,8,NA,d.1401/2,1401/2,329991,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329991_1401/2,KC_SKZ.csv,9951548,329991.00000000006,1401/2,2570.776960437922,178911.28099828569
Split,Šibenik,NA,NA,Skradin,d.594/2,3.7,1,8,NA,d.594/2,594/2,330230,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330230_594/2,KC_SKZ.csv,10143696,330230,594/2,1780.7303367036172,130643.39710790518
Split,Šibenik,NA,NA,Dubravice,d.1575/6,8,1,8,NA,d.1575/6,1575/6,329991,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329991_1575/6,KC_SKZ.csv,9956162,329991.00000000006,1575/6,4029.7676509760236,864116.8438164435
Split,Šibenik,NA,NA,Dubravice,d.1575/6,7,1,8,NA,d.1575/6,1575/6,329991,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329991_1575/6,KC_SKZ.csv,9956162,329991.00000000006,1575/6,4029.7676509760236,864116.8438164435
Split,Šibenik,NA,NA,Bratiškovci,d.880,50,1,8,NA,d.880,880,329908,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329908_880,KC_SKZ.csv,11921565,329908,880,7005.040710470276,1994541.9857707256
Split,Šibenik,NA,NA,Bratiškovci,d.880,45,1,8,NA,d.880,880,329908,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329908_880,KC_SKZ.csv,11921565,329908,880,7005.040710470276,1994541.9857707256
Split,Sinj,NA,NA,Bisko,d.620,2,2,8,NA,d.620,620,325481,Sinj,Splitsko-dalmatinska županija,Split,Šumarija Sinj,Split,325481_620,KC_SDZ.csv,8740551,325480.99999999994,620,5406.885999166356,186757.9552967073
Split,Sinj,NA,NA,Vinalić,55/1,10,2,8,NA,55/1,55/1,325961,Sinj,Splitsko-dalmatinska županija,Split,Šumarija Sinj,Split,325961_55/1,KC_SDZ.csv,8872349,325960.99999999994,55/1,3653.174462370496,723389.083574806
Split,Vrgorac,NA,NA,Vrgorac,3454/1,0.5,2,8,NA,3454/1,3454/1,333972,Vrgorac,Splitsko-dalmatinska županija,Split,Šumarija Vrgorac,Split,333972_3454/1,KC_SDZ.csv,6287471,333972,3454/1,24053.744584796154,3322538.884900202
Split,Zadar,NA,NA,Bokanjac,d.626/8,133.24,2,8,NA,d.626/8,626/8,334588,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334588_626/8,KC_ZADZ.csv,297171,334588,626/8,8010.836203281486,2462332.4971592096
Split,Zadar,NA,NA,Bokanjac,626/9,29.4699,2,8,NA,626/9,626/9,334588,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334588_626/9,KC_ZADZ.csv,297178,334588,626/9,2438.6593750642405,300922.6750069475
Split,Zadar,NA,NA,Bokanjac,626/8,57.48,2,8,NA,626/8,626/8,334588,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334588_626/8,KC_ZADZ.csv,297171,334588,626/8,8010.836203281486,2462332.4971592096
Split,Zadar,NA,NA,Murvica,945/6,5.7046,2,8,NA,945/6,945/6,334774,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334774_945/6,KC_ZADZ.csv,6097078,334774,945/6,3414.365906099772,463378.2542667775
Split,Zadar,NA,NA,Murvica,d.945/8,2.4,2,8,NA,d.945/8,945/8,334774,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334774_945/8,KC_ZADZ.csv,6094733,334774,945/8,2683.4711429652484,241811.54141831904
Split,Zadar,NA,NA,Ražanac,d.72/1,0.94,2,8,NA,d.72/1,72/1,334944,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334944_72/1,KC_ZADZ.csv,4841290,334944,72/1,28530.29759774955,6155154.502470988
Senj,Krk,NA,NA,Skrbčići,d.826/2,0.5,2,8,NA,d.826/2,826/2,315982,Krk,Primorsko-goranska županija,Rijeka,Šumarija Krk,Senj,315982_826/2,KC_PGZ.csv,10637434,315982,826/2,914.7596826023458,18220.2425679089
Senj,Krk,NA,NA,Vrbnik,d.3992/1,10.6,2,8,NA,d.3992/1,3992/1,316059,Krk,Primorsko-goranska županija,Rijeka,Šumarija Krk,Senj,316059_3992/1,KC_PGZ.csv,11597041,316059.00000000006,3992/1,19848.991625254428,429186.600309185
Senj,Krk,NA,NA,Vrbnik,d.3724/1,18.4,2,8,NA,d.3724/1,3724/1,316059,Krk,Primorsko-goranska županija,Rijeka,Šumarija Krk,Senj,316059_3724/1,KC_PGZ.csv,11589362,316059.00000000006,3724/1,15623.702249534583,435143.05608287576
Senj,Crikvenica,NA,NA,Grižane,d.4442/1,0.17,2,8,NA,d.4442/1,4442/1,302635,Crikvenica,Primorsko-goranska županija,Rijeka,Šumarija Crikvenica,Senj,302635_4442/1,KC_PGZ.csv,6906504,302635.00000000006,4442/1,302.21596609359005,3651.6881571889658
Senj,Crikvenica,NA,NA,Grižane,d.4442/2,0.17,2,8,NA,d.4442/2,4442/2,302635,Crikvenica,Primorsko-goranska županija,Rijeka,Šumarija Crikvenica,Senj,302635_4442/2,KC_PGZ.csv,6891780,302635.00000000006,4442/2,504.32123990665684,3179.6914813370754
Senj,Crikvenica,NA,NA,Grižane,d.4643,0.4,2,8,NA,d.4643,4643,302635,Crikvenica,Primorsko-goranska županija,Rijeka,Šumarija Crikvenica,Senj,302635_4643,KC_PGZ.csv,6906513,302635.00000000006,4643,536.3085504463581,8245.098805416188
Buzet,Buje,NA,NA,Kršete,204/1,0.59,2,8,NA,204/1,204/1,301868,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301868_204/1,KC_IZ.csv,8707353,301868,204/1,975.8074944048499,28995.903116687623
Buzet,Buje,NA,NA,Kršete,129/2,1.531,2,8,NA,129/2,129/2,301868,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301868_129/2,KC_IZ.csv,8695696,301868,129/2,583.6565913855691,15475.776578409459
Buzet,Buje,NA,NA,Kaštel,955/5,1.8688,2,8,NA,955/5,955/5,301833,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301833_955/5,KC_IZ.csv,2346447,301832.99999999994,955/5,713.0128472230009,18568.300123016383
Buzet,Buje,NA,NA,Kaštel,955/2,1.0717,2,8,NA,955/2,955/2,301833,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301833_955/2,KC_IZ.csv,2353551,301832.99999999994,955/2,438.0081619734779,10699.032673430238
Buzet,Buje,NA,NA,Novigrad,3143,1.1652,2,8,NA,3143,3143,301949,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301949_3143,KC_IZ.csv,9584510,301948.99999999994,3143,436.49507540233384,11543.448809698966
Buzet,Buje,NA,NA,Novigrad,3144,1.1307,2,8,NA,3144,3144,301949,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301949_3144,KC_IZ.csv,9585636,301948.99999999994,3144,430.8655989927507,11187.948629996257
Buzet,Buje,NA,NA,Novigrad,3500,2.5649,2,8,NA,3500,3500,301949,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301949_3500,KC_IZ.csv,9591406,301948.99999999994,3500,714.1597360021992,25633.8737276725
Buzet,Buje,NA,NA,Novigrad,3515/1,1.6,2,8,NA,3515/1,3515/1,301949,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301949_3515/1,KC_IZ.csv,9582185,301948.99999999994,3515/1,9648.581098722838,849908.7458505268
Buzet,Buje,NA,NA,Novigrad,1343,0.5,2,8,NA,1343,1343,301949,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301949_1343,KC_IZ.csv,9581210,301948.99999999994,1343,487.1717305904265,10817.846061819151
Buzet,Buje,NA,NA,Novigrad,1344,0.8913,2,8,NA,1344,1344,301949,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,301949_1344,KC_IZ.csv,9581206,301948.99999999994,1344,619.9544949748797,8918.072491970253
Buzet,Buje,NA,NA,Umag,4619,1.1946,2,8,NA,4619,4619,302023,Buje,Istarska županija,Pazin,Šumarija Buje,Buzet,302023_4619,KC_IZ.csv,13058607,302023.00000000006,4619,436.58846276953585,11926.64651000471
Buzet,Pazin,NA,NA,Novaki Pazinski,2/78,1.6473,2,8,NA,2/78,2/78,322423,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322423_2/78,KC_IZ.csv,4768567,322423.00000000006,2/78,704.6489635080819,15971.138477462662
Buzet,Pula,NA,NA,Šišan,1132/4,2.2389,2,8,NA,1132/4,1132/4,324337,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324337_1132/4,KC_IZ.csv,6856848,324336.99999999994,1132/4,1147.1063420386877,22716.45522009507
Buzet,Pula,NA,NA,Šišan,1132/5,0.0791,2,8,NA,1132/5,1132/5,324337,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324337_1132/5,KC_IZ.csv,6856849,324336.99999999994,1132/5,177.32121456072798,700.9451455791873
Buzet,Pula,NA,NA,Šišan,1132/6,0.8452,2,8,NA,1132/6,1132/6,324337,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324337_1132/6,KC_IZ.csv,6856846,324336.99999999994,1132/6,475.41064460500115,8333.027217993467
Buzet,Pula,NA,NA,Šišan,1133/3,0.5827,2,8,NA,1133/3,1133/3,324337,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324337_1133/3,KC_IZ.csv,6854682,324336.99999999994,1133/3,316.76481779048964,5885.49258731739
Buzet,Pula,NA,NA,Šišan,1146,1.1473,2,8,NA,1146,1146,324337,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324337_1146,KC_IZ.csv,6862400,324336.99999999994,1146,466.00730483674204,11077.842589485484
Buzet,Pula,NA,NA,Šišan,1149/1,0.5247,2,8,NA,1149/1,1149/1,324337,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324337_1149/1,KC_IZ.csv,6862399,324336.99999999994,1149/1,402.5059437426887,7268.3424572090125
Buzet,Pula,NA,NA,Šišan,1015/1,1.0683,2,8,NA,1015/1,1015/1,324337,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324337_1015/1,KC_IZ.csv,6870123,324336.99999999994,1015/1,409.9381485935933,10556.284510446694
Buzet,Pula,NA,NA,Šišan,1018,0.5442,2,8,NA,1018,1018,324337,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324337_1018,KC_IZ.csv,6862407,324336.99999999994,1018,664.6140245440436,5472.173531439257
Buzet,Pula,NA,NA,Šišan,1019,0.0543,2,8,NA,1019,1019,324337,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324337_1019,KC_IZ.csv,6863517,324336.99999999994,1019,94.71766107012716,555.2464993981037
Buzet,Pula,NA,NA,Vodnjan,479/55,2.1148,2,8,NA,479/55,479/55,324370,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324370_479/55,KC_IZ.csv,4230906,324370,479/55,586.5683151052758,21055.42260345086
Buzet,Pula,NA,NA,Vodnjan,479/61,0.7485,2,8,NA,479/61,479/61,324370,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324370_479/61,KC_IZ.csv,4250795,324370,479/61,394.5009720451837,7470.652937186023
Buzet,Pula,NA,NA,Vodnjan,479/62,2.6373,2,8,NA,479/62,479/62,324370,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324370_479/62,KC_IZ.csv,4230907,324370,479/62,647.1337227032325,25751.242684836274
Buzet,Pula,NA,NA,Vodnjan,479/252,0.8713,2,8,NA,479/252,479/252,324370,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324370_479/252,KC_IZ.csv,4230901,324370,479/252,383.88480049299267,8492.92417063908
Buzet,Pula,NA,NA,Vodnjan,479/254,0.4136,2,8,NA,479/254,479/254,324370,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324370_479/254,KC_IZ.csv,4230905,324370,479/254,339.26697743345096,4134.80915521975
Buzet,Pula,NA,NA,Vodnjan,1051/8,10.6299,2,8,NA,1051/8,1051/8,324370,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324370_1051/8,KC_IZ.csv,4229756,324370,1051/8,1696.743838805004,105336.2956262707
Buzet,Pula,NA,NA,Vodnjan,91/9,0.4068,2,8,NA,91/9,91/9,324370,Pula,Istarska županija,Pazin,Šumarija Pula,Buzet,324370_91/9,KC_IZ.csv,4220518,324370,91/9,256.9597428476511,4198.807010728955
Buzet,Rovinj,NA,NA,Rovinj,1022/1,0.8,2,8,NA,1022/1,1022/1,324914,Rovinj,Istarska županija,Pazin,Šumarija Rovinj,Buzet,324914_1022/1,KC_IZ.csv,13678472,324914,1022/1,545.7449673995596,13171.890142289332
Buzet,Rovinj,NA,NA,Rovinj,2864/3,0.1429,2,8,NA,2864/3,2864/3,324914,Rovinj,Istarska županija,Pazin,Šumarija Rovinj,Buzet,324914_2864/3,KC_IZ.csv,12451275,324914,2864/3,180.62645155188386,1437.7064803916212
Buzet,Rovinj,NA,NA,Rovinj,2885,0.1417,2,8,NA,2885,2885,324914,Rovinj,Istarska županija,Pazin,Šumarija Rovinj,Buzet,324914_2885,KC_IZ.csv,13671704,324914,2885,163.06027556656613,1383.675138279073
Buzet,Rovinj,NA,NA,Rovinj,7438/2,0.5714,2,8,NA,7438/2,7438/2,324914,Rovinj,Istarska županija,Pazin,Šumarija Rovinj,Buzet,324914_7438/2,KC_IZ.csv,11683304,324914,7438/2,321.5158065196855,5688.824609036018
