USP.x,Sumarija,GJ,Odsjek,KO.x,KC,Povrsina,stranica,odluka,napomena,KC_odluka,KC_2,ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija.y,USP.y,KOKC,.id,OBJECTID,KO.y,BROJ_KC,SHAPE_Leng,SHAPE_Area
Split,Benkovac,NA,NA,Lepuri,d.1914/4,26.19,1,6,NA,d.1914/4,1914/4,300551,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300551_1914/4,KC_ZADZ.csv,12512421,300551.00000000006,1914/4,5738.62253980013,1035098.7944673136
Split,Benkovac,NA,NA,Lepuri,d.2021,0.52,1,6,NA,d.2021,2021,300551,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300551_2021,KC_ZADZ.csv,12510027,300551.00000000006,2021,764.28928151136,38148.84012784486
Split,Benkovac,NA,NA,Lepuri,d.2150/2,18.5,1,6,NA,d.2150/2,2150/2,300551,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300551_2150/2,KC_ZADZ.csv,12506398,300551.00000000006,2150/2,5440.052282338423,720678.9771221075
Split,Benkovac,NA,NA,Lepuri,d.2077,2.6,1,6,NA,d.2077,2077,300551,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300551_2077,KC_ZADZ.csv,12505197,300551.00000000006,2077,2026.6832480419178,227122.31670578115
Split,Benkovac,NA,NA,Lepuri,d.2078,4.4,1,6,NA,d.2078,2078,300551,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300551_2078,KC_ZADZ.csv,12514907,300551.00000000006,2078,2199.6877138137424,202156.9890337227
Split,Benkovac,NA,NA,Lepuri,d.2150/1,124,1,6,NA,d.2150/1,2150/1,300551,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300551_2150/1,KC_ZADZ.csv,12516141,300551.00000000006,2150/1,6043.138626312557,1852054.24393596
Split,Benkovac,NA,NA,Lepuri,d.2097,31.46,1,6,NA,d.2097,2097,300551,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300551_2097,KC_ZADZ.csv,12516138,300551.00000000006,2097,4269.3598268843025,699172.900608379
Split,Benkovac,NA,NA,Lišane Ostrovica,d.74,7.16,1,6,NA,d.74,74,300578,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300578_74,KC_ZADZ.csv,12551593,300578,74,3821.487113944225,868165.6719803109
Split,Benkovac,NA,NA,Lišane Ostrovica,75,7.54,1,6,NA,75,75,300578,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300578_75,KC_ZADZ.csv,12554986,300578,75,1367.848493905844,75508.15127708056
Split,Benkovac,NA,NA,Lišane Ostrovica,d.76/9,18.89,1,6,NA,d.76/9,76/9,300578,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300578_76/9,KC_ZADZ.csv,12556125,300578,76/9,9642.747965650842,2180715.323084246
Split,Benkovac,NA,NA,Lišane Ostrovica,d.245/2,28.17,1,6,NA,d.245/2,245/2,300578,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300578_245/2,KC_ZADZ.csv,12554983,300578,245/2,3075.821732708807,489575.53878577246
Split,Benkovac,NA,NA,Lišane Ostrovica,d.199/7,11.56,1,6,NA,d.199/7,199/7,300578,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300578_199/7,KC_ZADZ.csv,12554988,300578,199/7,8043.311050469552,3216545.821651319
Split,Benkovac,NA,NA,Lišane Ostrovica,d.193/14,33.66,1,6,NA,d.193/14,193/14,300578,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300578_193/14,KC_ZADZ.csv,12550497,300578,193/14,15559.302459115108,2327491.1212559855
Split,Benkovac,NA,NA,Stankovci,d.1307/1,25,1,6,NA,d.1307/1,1307/1,300691,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300691_1307/1,KC_ZADZ.csv,12565866,300691.00000000006,1307/1,11337.610781979212,3662371.7806009585
Split,Benkovac,NA,NA,Stankovci,d.1307/1,25,1,6,NA,d.1307/1,1307/1,300691,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300691_1307/1,KC_SKZ.csv,12565866,300691.00000000006,1307/1,11337.610781979212,3662371.7806009585
Split,Benkovac,NA,NA,Buković,d.200/1,1.93,1,6,NA,d.200/1,200/1,300411,Benkovac,Zadarska županija,Zadar,Šumarija Benkovac,Split,300411_200/1,KC_ZADZ.csv,12574711,300411.00000000006,200/1,11248.511991751495,1203310.023700558
Split,Biograd,NA,NA,Biograd na moru,d.6/1,3.42,1,6,"d.6/1 N.I. (1853/1, 1853/2 S.I.)","d.6/1, 1853/1, 1853/2",6/1,300756,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300756_6/1,KC_ZADZ.csv,14121237,300756,6/1,3900.260775010172,159568.91865883194
Split,Biograd,NA,NA,Biograd na moru,1853/1,3.42,1,6,"d.6/1 N.I. (1853/1, 1853/2 S.I.)","d.6/1, 1853/1, 1853/2",1853/1,300756,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300756_1853/1,NA,NA,NA,NA,NA,NA
Split,Biograd,NA,NA,Biograd na moru,1853/2,3.42,1,6,"d.6/1 N.I. (1853/1, 1853/2 S.I.)","d.6/1, 1853/1, 1853/2",1853/2,300756,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300756_1853/2,NA,NA,NA,NA,NA,NA
Split,Biograd,NA,NA,Biograd na moru,3718,3.86,1,6,3718 N.I. (455/1 S.I.),"3718, 455/1",3718,300756,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300756_3718,NA,NA,NA,NA,NA,NA
Split,Biograd,NA,NA,Biograd na moru,455/1,3.86,1,6,3718 N.I. (455/1 S.I.),"3718, 455/1",455/1,300756,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300756_455/1,KC_ZADZ.csv,14119215,300756,455/1,211.42112533542638,991.9014440666443
Split,Biograd,NA,NA,Biograd na moru,1998/7,0.07,1,6,NA,1998/7,1998/7,300756,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300756_1998/7,NA,NA,NA,NA,NA,NA
Split,Biograd,NA,NA,Turanj,d.453/1,5,1,6,d.453/1 N.I. (956/4 S.I.),"d.453/1, 956/4",453/1,300861,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300861_453/1,KC_ZADZ.csv,2980030,300860.99999999994,453/1,10987.986041786895,2536251.3420134312
Split,Biograd,NA,NA,Turanj,956/4,5,1,6,d.453/1 N.I. (956/4 S.I.),"d.453/1, 956/4",956/4,300861,Biograd na moru,Zadarska županija,Zadar,Šumarija Biograd,Split,300861_956/4,NA,NA,NA,NA,NA,NA
Split,Drniš,NA,NA,Kričke,d.533,1.85,1,6,NA,d.533,533,305723,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305723_533,KC_SKZ.csv,4956309,305723.00000000006,533,623.2361615023767,18540.082807460476
Split,Drniš,NA,NA,Donje Vinovo,d.468/1,0.1,1,6,NA,d.468/1,468/1,305600,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305600_468/1,KC_SKZ.csv,12815459,305600,468/1,1647.3725864804762,75976.51247184908
Split,Drniš,NA,NA,Planjane,d.421/13,3,1,6,NA,d.421/13,421/13,305898,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305898_421/13,KC_SKZ.csv,12644642,305898,421/13,3651.585215398031,166604.91048890867
Split,Drniš,NA,NA,Planjane,d.798/10,1.5,1,6,NA,d.798/10,798/10,305898,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305898_798/10,KC_SKZ.csv,12645687,305898,798/10,18105.03998161447,3109889.5081834197
Split,Drniš,NA,NA,Planjane,d.1125/2,10,1,6,NA,"d.1125/2, d.1126/4",1125/2,305898,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305898_1125/2,KC_SKZ.csv,12632618,305898,1125/2,4306.928324384706,161152.1509863344
Split,Drniš,NA,NA,Planjane,d.1126/4,10,1,6,NA,"d.1125/2, d.1126/4",1126/4,305898,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305898_1126/4,KC_SKZ.csv,12630283,305898,1126/4,10975.897827798442,1381025.4115021862
Split,Drniš,NA,NA,Karalić,d.450/1,1,1,6,NA,d.450/1,450/1,305693,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305693_450/1,KC_SKZ.csv,11208750,305692.99999999994,450/1,2060.079724890834,115265.04703277803
Split,Drniš,NA,NA,Čavoglave,d.20/1,1,1,6,NA,d.20/1,20/1,305561,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305561_20/1,KC_SKZ.csv,11905196,305560.99999999994,20/1,72637.98411010319,9598191.91896193
Split,Drniš,NA,NA,Mirlović Zagora,d.1878/3,0.5,1,6,NA,d.1878/3,1878/3,305782,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305782_1878/3,KC_SKZ.csv,12026889,305782,1878/3,763.0805081750316,15257.484440514234
Split,Drniš,NA,NA,Podumci,d.435,3,1,6,NA,d.435,435,305901,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305901_435,KC_SKZ.csv,12655600,305900.99999999994,435,911.5969033595767,5696.222579671675
Split,Drniš,NA,NA,Trbounje,d.583,10,1,6,NA,"d.583, d.1348/1",583,306045,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,306045_583,KC_SKZ.csv,12804227,306044.99999999994,583,6302.614215538684,598574.8062364794
Split,Drniš,NA,NA,Trbounje,d.1348/1,10,1,6,NA,"d.583, d.1348/1",1348/1,306045,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,306045_1348/1,KC_SKZ.csv,12804185,306044.99999999994,1348/1,4983.759756545617,905282.3602927822
Split,Imotski,NA,NA,Cista,d.2875/1,2,1,6,NA,d.2875/1,2875/1,311839,Imotski,Splitsko-dalmatinska županija,Split,Šumarija Imotski,Split,311839_2875/1,KC_SDZ.csv,13248683,311839.00000000006,2875/1,2914.1894637357054,81881.23522763523
Split,Dubrovnik,NA,NA,Tomislavovac,2762,30,1,6,NA,2762,2762,307254,Dubrovnik,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Dubrovnik,Split,307254_2762,KC_DNZ.csv,1019930,307254,2762,12373.0834998657,5800499.181177
Split,Dubrovnik,NA,NA,Dančanje,d.1720/1,6,1,6,NA,d.1720/1,1720/1,306282,Dubrovnik,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Dubrovnik,Split,306282_1720/1,KC_DNZ.csv,955511,306282,1720/1,19389.085317091573,4062052.162836629
Split,Dubrovnik,NA,NA,Boljenovići,25/1,39.8,1,6,NA,25/1,25/1,306134,Dubrovnik,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Dubrovnik,Split,306134_25/1,KC_DNZ.csv,8604984,306134,25/1,4483.69961242704,653164.286119082
Split,Brač,NA,NA,Selca,1029/18,2.5,2,6,NA,"1029/18, 2835/6",1029/18,301701,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301701_1029/18,KC_SDZ.csv,11747429,301700.99999999994,1029/18,3740.258554306724,539496.9873871361
Split,Brač,NA,NA,Selca,2835/6,2.5,2,6,NA,"1029/18, 2835/6",2835/6,301701,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301701_2835/6,KC_SDZ.csv,11743768,301700.99999999994,2835/6,4857.022942853834,484611.9289039361
Split,Brač,NA,NA,Sumartin,486,2.5,2,6,NA,"486, 487, 429, 598/1",486,301728,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301728_486,KC_SDZ.csv,4393443,301728,486,105.33472317494684,673.2490960170609
Split,Brač,NA,NA,Sumartin,487,2.5,2,6,NA,"486, 487, 429, 598/1",487,301728,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301728_487,KC_SDZ.csv,4393442,301728,487,83.82574300641622,210.72779926353456
Split,Brač,NA,NA,Sumartin,429,2.5,2,6,NA,"486, 487, 429, 598/1",429,301728,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301728_429,NA,NA,NA,NA,NA,NA
Split,Brač,NA,NA,Sumartin,598/1,2.5,2,6,NA,"486, 487, 429, 598/1",598/1,301728,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301728_598/1,KC_SDZ.csv,4388846,301728,598/1,1495.4613628330412,5582.429385303908
Split,Brač,NA,NA,Sumartin,1352/1,2.63,2,6,NA,"1352/1, 1352/2, 1352/3, 1352/4",1352/1,301728,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301728_1352/1,KC_SDZ.csv,4384303,301728,1352/1,126.65528459411965,539.3392821839931
Split,Brač,NA,NA,Sumartin,1352/2,2.63,2,6,NA,"1352/1, 1352/2, 1352/3, 1352/4",1352/2,301728,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301728_1352/2,KC_SDZ.csv,4383151,301728,1352/2,913.7200289834664,20200.53769881775
Split,Brač,NA,NA,Sumartin,1352/3,2.63,2,6,NA,"1352/1, 1352/2, 1352/3, 1352/4",1352/3,301728,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301728_1352/3,KC_SDZ.csv,4398104,301728,1352/3,425.9285836679702,4197.21620739916
Split,Brač,NA,NA,Sumartin,1352/4,2.63,2,6,NA,"1352/1, 1352/2, 1352/3, 1352/4",1352/4,301728,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301728_1352/4,KC_SDZ.csv,4383153,301728,1352/4,163.76657457808992,1562.484950354509
Split,Brač,NA,NA,Sutivan,460,0.87,2,6,NA,"460, 537",460,301744,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301744_460,KC_SDZ.csv,11512082,301744,460,234.37893481339668,2717.3230285928253
Split,Brač,NA,NA,Sutivan,537,0.87,2,6,NA,"460, 537",537,301744,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301744_537,KC_SDZ.csv,11513188,301744,537,329.24606093961165,6030.8406878686455
Split,Brač,NA,NA,Sutivan,2851/1,3.33,2,6,NA,"2851/1, 2851/2, 2851/8, 2843",2851/1,301744,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301744_2851/1,KC_SDZ.csv,11518766,301744,2851/1,423.9371891649543,8609.504422686558
Split,Brač,NA,NA,Sutivan,2851/2,3.33,2,6,NA,"2851/1, 2851/2, 2851/8, 2843",2851/2,301744,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301744_2851/2,KC_SDZ.csv,11518767,301744,2851/2,499.02094174103667,10698.499897109821
Split,Brač,NA,NA,Sutivan,2851/8,3.33,2,6,NA,"2851/1, 2851/2, 2851/8, 2843",2851/8,301744,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301744_2851/8,KC_SDZ.csv,11518765,301744,2851/8,379.2502697103237,7595.127924100009
Split,Brač,NA,NA,Sutivan,2843,3.33,2,6,NA,"2851/1, 2851/2, 2851/8, 2843",2843,301744,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301744_2843,KC_SDZ.csv,11513119,301744,2843,347.88823933335215,6441.524388419603
Split,Brač,NA,NA,Sutivan,2852,3.44,2,6,NA,"2852, 2853, 2939",2852,301744,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301744_2852,KC_SDZ.csv,11518763,301744,2852,272.40512183675224,1639.9406896163732
Split,Brač,NA,NA,Sutivan,2853,3.44,2,6,NA,"2852, 2853, 2939",2853,301744,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301744_2853,KC_SDZ.csv,11502002,301744,2853,627.9663290898022,11940.459568271448
Split,Brač,NA,NA,Sutivan,2939,3.44,2,6,NA,"2852, 2853, 2939",2939,301744,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301744_2939,KC_SDZ.csv,11505360,301744,2939,694.7177921474729,20766.055714785572
Split,Brač,NA,NA,Mirce,563,2,2,6,NA,563,563,301639,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301639_563,KC_SDZ.csv,11373287,301639.00000000006,563,2431.2624387577416,90669.44098073262
Split,Split,NA,NA,Bristivica,2743/1,11,2,6,NA,2743/1,2743/1,330671,Trogir,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,330671_2743/1,KC_SDZ.csv,9115223,330671.00000000006,2743/1,15799.452197882074,3705873.1184729333
Split,Split,NA,NA,Bristivica,3641/9,10,2,6,NA,3641/9,3641/9,330671,Trogir,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,330671_3641/9,KC_SDZ.csv,9111671,330671.00000000006,3641/9,22809.43189388316,2094910.431607305
Split,Split,NA,NA,Bristivica,d.2778,1,2,6,NA,d.2778,2778,330671,Trogir,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,330671_2778,KC_SDZ.csv,9119988,330671.00000000006,2778,2842.6282732191025,202311.93785161615
Split,Split,NA,NA,Žeževica,6175/1,133,2,6,NA,"6175/1, 6377, 6404/1, 6521/2",6175/1,319813,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319813_6175/1,KC_SDZ.csv,4584179,319812.99999999994,6175/1,40228.651284608655,6114521.698257505
Split,Split,NA,NA,Žeževica,6377,133,2,6,NA,"6175/1, 6377, 6404/1, 6521/2",6377,319813,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319813_6377,KC_SDZ.csv,4592811,319812.99999999994,6377,734.7331824292365,38034.061589601944
Split,Split,NA,NA,Žeževica,6404/1,133,2,6,NA,"6175/1, 6377, 6404/1, 6521/2",6404/1,319813,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319813_6404/1,KC_SDZ.csv,4584185,319812.99999999994,6404/1,14424.602716241805,1107469.1486541214
Split,Split,NA,NA,Žeževica,6521/2,133,2,6,NA,"6175/1, 6377, 6404/1, 6521/2",6521/2,319813,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319813_6521/2,KC_SDZ.csv,4584192,319812.99999999994,6521/2,296.4356413235324,4269.985244738
Split,Split,NA,NA,Katuni,5239/1,133,2,6,NA,"5239/1, 5509/2",5239/1,319651,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319651_5239/1,KC_SDZ.csv,3801270,319651.00000000006,5239/1,7900.538576822352,340517.7345014319
Split,Split,NA,NA,Katuni,5509/2,133,2,6,NA,"5239/1, 5509/2",5509/2,319651,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319651_5509/2,KC_SDZ.csv,3804423,319651.00000000006,5509/2,7142.427249558007,584451.2094640932
Split,Split,NA,NA,Mitlo-Vinovac,2281/7,5.14,2,6,NA,2281/7,2281/7,330736,Trogir,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,330736_2281/7,KC_SKZ.csv,9139955,330736,2281/7,6337.3600951877615,455420.8811079892
Split,Split,NA,NA,Mitlo-Vinovac,2281/7,5.14,2,6,NA,2281/7,2281/7,330736,Trogir,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,330736_2281/7,KC_SDZ.csv,9139955,330736,2281/7,6337.3600951877615,455420.8811079892
Split,Split,NA,NA,Sitno Gornje,2877/11,1,2,6,NA,2877/11,2877/11,329819,Split,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,329819_2877/11,KC_SDZ.csv,12893144,329819.00000000006,2877/11,8266.547451422579,1446669.5481495892
Split,Zadar,NA,NA,Bokanjac,627/13,80.99,2,6,NA,627/13,627/13,334588,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334588_627/13,KC_ZADZ.csv,297179,334588,627/13,4145.463578320313,821320.6587026829
Split,Zadar,NA,NA,Bokanjac,782/207,146.68,2,6,NA,782/207,782/207,334588,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334588_782/207,KC_ZADZ.csv,297449,334588,782/207,5495.593209532717,1478555.3879001124
Split,Zadar,NA,NA,Bokanjac,782/1,18.14,2,6,NA,782/1,782/1,334588,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334588_782/1,KC_ZADZ.csv,298010,334588,782/1,2008.965878380751,184132.76891443634
Split,Zadar,NA,NA,Briševo,407/2,2,2,6,NA,407/2,407/2,334618,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334618_407/2,KC_ZADZ.csv,6082385,334618,407/2,2645.4081893587136,235588.53553698817
Split,Zadar,NA,NA,Briševo,290/7,2.63,2,6,NA,290/7,290/7,334618,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334618_290/7,KC_ZADZ.csv,6082391,334618,290/7,3379.0528466374312,270108.0659047174
Split,Zadar,NA,NA,Vrsi,282/1,179.88,2,6,NA,"282/1, 1207/1",282/1,335185,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,335185_282/1,NA,NA,NA,NA,NA,NA
Split,Zadar,NA,NA,Vrsi,1207/1,179.88,2,6,NA,"282/1, 1207/1",1207/1,335185,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,335185_1207/1,NA,NA,NA,NA,NA,NA
Split,Zadar,NA,NA,Poljica,163/1,179.88,2,6,NA,163/1,163/1,334863,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334863_163/1,KC_ZADZ.csv,10185648,334863.00000000006,163/1,3693.1696806559144,792275.1452575189
Split,Zadar,NA,NA,Ninski Stanovi,d.1573,176.73,2,6,d.1573 (N.I),d.1573,1573,336734,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,336734_1573,KC_ZADZ.csv,8002673,336734,1573,8830.492409252982,2286508.0232887715
Split,Zadar,NA,NA,Ninski Stanovi,d.1570,187.31,2,6,NA,"d.1570, d.1571",1570,336734,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,336734_1570,KC_ZADZ.csv,8004943,336734,1570,7511.055459975989,2036228.8780308669
Split,Zadar,NA,NA,Ninski Stanovi,d.1571,187.31,2,6,NA,"d.1570, d.1571",1571,336734,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,336734_1571,KC_ZADZ.csv,8004946,336734,1571,5335.068481398472,1276208.133438253
Split,Zadar,NA,NA,Nin-Zaton,6231,40.2,2,6,NA,"6231, 6232",6231,336726,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,336726_6231,NA,NA,NA,NA,NA,NA
Split,Zadar,NA,NA,Nin-Zaton,6232,40.2,2,6,NA,"6231, 6232",6232,336726,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,336726_6232,NA,NA,NA,NA,NA,NA
Split,Zadar,NA,NA,Poličnik,481/1,20.81,2,6,Poličnik Visočane,"481/1, 632",481/1,334847,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334847_481/1,KC_ZADZ.csv,6080814,334847.00000000006,481/1,10825.98195827815,2794725.5199529077
Split,Zadar,NA,NA,Poličnik,632,20.81,2,6,Poličnik Visočane,"481/1, 632",632,334847,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334847_632,KC_ZADZ.csv,6086758,334847.00000000006,632,1535.899528739097,73972.22189270667
