USP;Sumarija;GJ;Odsjek;KO;KC;Povrsina;stranica;odluka;napomena;ko_mb
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;3705;2.49;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;455/1;2.49;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;459/10;5.52;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;1998/43;13;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;1998/5;13;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;1998/6;13;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;1998/7;13;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;1998/8;13;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;1998/9;13;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;1998/10;13;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;1998/11;13;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;1998/1;13;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;3707;7;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;3705;7;3;1;NA;300756
Split;Biograd;Biograd;neureðeni dio šumarije;Biograd;455/1;7;3;1;NA;300756
Split;Biograd;Turanj;38b;Turanj;3593;33.64;3;1;NA;313327
Split;Biograd;Turanj;38b;Turanj;3593;33.64;3;1;NA;300861
Split;Biograd;Turanj;38b;Turanj;1198/6;33.64;3;1;NA;313327
Split;Biograd;Turanj;38b;Turanj;1198/6;33.64;3;1;NA;300861
Split;Biograd;Turanj;40b;Sveti Filip i Jakov;2247;15.26;3;1;NA;300772
Split;Biograd;Turanj;40b;Sveti Filip i Jakov;2277;15.26;3;1;NA;300772
Split;Biograd;Turanj;40b;Sveti Filip i Jakov;2540;15.26;3;1;NA;300772
Split;Drniš;Promina;60a;Oklaj;1273/1;9.38;3;1;NA;305847
Split;Imotski;Badnjevica;38;Imotski-Glavina;702/1;18.37;4;1;NA;311863
Split;Imotski;Badnjevica;38;Imotski-Glavina;702/6;18.37;4;1;NA;311863
Split;Imotski;Badnjevica;38;Imotski-Glavina;702/7;18.37;4;1;NA;311863
Split;Imotski;Badnjevica;38;Imotski-Glavina;702/8;18.37;4;1;NA;311863
Split;Imotski;Badnjevica;38;Imotski-Glavina;702/9;18.37;4;1;NA;311863
Split;Imotski;Badnjevica;38;Imotski-Glavina;702/10;18.37;4;1;NA;311863
Split;Imotski;Badnjevica;38;Imotski-Glavina;702/11;18.37;4;1;NA;311863
Split;Imotski;Badnjevica;38;Imotski-Glavina;1760/2;18.37;4;1;NA;311863
Split;Imotski;Badnjevica;38;Imotski-Glavina;1760/3;18.37;4;1;NA;311863
Split;Imotski;Badnjevica;38;Imotski-Glavina;1735;18.37;4;1;NA;311863
Split;Imotski;Orljaèa;75;Zagvozd;d.9274/104;63.32;4;1;NA;312045
Split;Imotski;Orljaèa;75;Zagvozd;d.9275/105;63.32;4;1;NA;312045
Split;Imotski;Maglaj Kruškovnik;58;Lovreæ;1305;41.18;4;1;NA;311898
Split;Imotski;Maglaj Kruškovnik;58;Lovreæ;1331/3;41.18;4;1;NA;311898
Split;Imotski;Maglaj Kruškovnik;58;Lovreæ;2961/1;41.18;4;1;NA;311898
Split;Imotski;Maglaj Kruškovnik;58;Lovreæ;2301/1;41.18;4;1;NA;311898
Split;Šibenik;Konjièka draga;7;Vrpolje;1391;54.12;4;1;NA;330345
Split;Šibenik;Konjièka draga;7;Vrpolje;1391;54.12;4;1;NA;330345
Split;Šibenik;Konjièka draga;7;Vrpolje;1391;54.12;4;1;NA;330345
Split;Šibenik;Konjièka draga;7;Vrpolje;1391;54.12;4;1;NA;330345
Split;Šibenik;Prhovo;neureðen;Primošten;16818/1;7.94;4;1;NA;330167
Split;Šibenik;Prhovo;neureðen;Boraja;1130/1;23;4;1;NA;329894
Split;Šibenik;Jelinjak;37;Jadrtovac;2130/1;54.2;4;1;NA;330035
Split;Šibenik;Jelinjak;37;Jadrtovac;2130/2;54.2;4;1;NA;330035
Split;Šibenik;Jelinjak;38;Jadrtovac;2130/1;44.2;4;1;NA;330035
Split;Šibenik;Jelinjak;38;Jadrtovac;2130/2;44.2;4;1;NA;330035
Split;Šibenik;Jamina;24;Vrpolje;2130/4;60.94;4;1;NA;330345
Split;Šibenik;Jamina;24;Vrpolje;2130/4;60.94;4;1;NA;330345
Split;Šibenik;Jamina;24;Vrpolje;2130/4;60.94;4;1;NA;330345
Split;Šibenik;Jamina;24;Vrpolje;2130/4;60.94;4;1;NA;330345
Split;Šibenik;Jamina;25;Vrpolje;2130/4;22.08;4;1;NA;330345
Split;Šibenik;Jamina;25;Vrpolje;2130/4;22.08;4;1;NA;330345
Split;Šibenik;Jamina;25;Vrpolje;2130/4;22.08;4;1;NA;330345
Split;Šibenik;Jamina;25;Vrpolje;2130/4;22.08;4;1;NA;330345
Split;Šibenik;Èista;neureðeno;Èista;2019/3;22;4;1;NA;329932
Split;Šibenik;Trtar;27c;Lozovac;995;15.51;4;1;NA;330094
Split;Makarska;Bašæanski Gaj;17d;Bast-Baška Voda;2832;4.91;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;17d;Bast-Baška Voda;2833/1;4.91;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;17d;Bast-Baška Voda;2834/2;4.91;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;17d;Bast-Baška Voda;2984;4.91;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;17d;Bast-Baška Voda;2985;4.91;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;17d;Bast-Baška Voda;d.2986/1;4.91;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20a;Bast-Baška Voda;d.2830;9.67;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20a;Bast-Baška Voda;d.2831/1;9.67;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20a;Bast-Baška Voda;6966/1;9.67;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20a;Bast-Baška Voda;6966/2;9.67;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20b;Bast-Baška Voda;d.2830;3.5;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20b;Bast-Baška Voda;d.6965/1;3.5;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20c;Bast-Baška Voda;d.2830;4.92;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20c;Bast-Baška Voda;d.6965/1;4.92;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20d;Bast-Baška Voda;d.2830;3.14;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;20d;Bast-Baška Voda;d.6965/1;3.14;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;21a;Bast-Baška Voda;d.5922/21;6.85;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;21a;Bast-Baška Voda;d.6965/1;6.85;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;21b;Bast-Baška Voda;d.5922/21;21.8;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;21b;Bast-Baška Voda;d.6965/1;21.8;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;dio 26b;Bast-Baška Voda;d.2830;20;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;dio 26b;Bast-Baška Voda;d.5922/23;20;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;dio 26b;Bast-Baška Voda;d.6965/1;20;4;1;NA;316997
Split;Makarska;Bašæanski Gaj;dio 26b;Bast-Baška Voda;d.6967/1;20;4;1;NA;316997
Split;Makarska;Drvenik Plana;25d;Drvenik;947;9.4;4;1;NA;306355
Split;Makarska;Drvenik Plana;25d;Drvenik;947;9.4;4;1;NA;317039
Split;Makarska;Drvenik Plana;25d;Drvenik;947;9.4;4;1;NA;330698
Split;Makarska;Drvenik Plana;25d;Drvenik;948;9.4;4;1;NA;306355
Split;Makarska;Drvenik Plana;25d;Drvenik;948;9.4;4;1;NA;317039
Split;Makarska;Drvenik Plana;25d;Drvenik;948;9.4;4;1;NA;330698
Split;Makarska;Drvenik Plana;25d;Drvenik;3348;9.4;4;1;NA;306355
Split;Makarska;Drvenik Plana;25d;Drvenik;3348;9.4;4;1;NA;317039
Split;Makarska;Drvenik Plana;25d;Drvenik;3348;9.4;4;1;NA;330698
Split;Makarska;Drvenik Plana;25d;Drvenik;3349;9.4;4;1;NA;306355
Split;Makarska;Drvenik Plana;25d;Drvenik;3349;9.4;4;1;NA;317039
Split;Makarska;Drvenik Plana;25d;Drvenik;3349;9.4;4;1;NA;330698
Split;Vrgorac;Matokit;56b;Dusina;d.5275/25;20.7;4;1;NA;333905
Split;Vrgorac;Matokit;56b;Vrgorac;d.5290/1;20.7;4;1;NA;333972
Split;Zadar;Nin - Kožino;81c;Diklo;d.766/51;12.42;4;1;NA;334634
Split;Zadar;Nin - Kožino;81c;Diklo;766/55;12.42;4;1;NA;334634
Split;Zadar;Nin - Kožino;81c;Diklo;766/65;12.42;4;1;NA;334634
Split;Zadar;Nin - Kožino;81c;Diklo;d.766/395;12.42;4;1;NA;334634
Split;Zadar;Nin - Kožino;81c;Diklo;d.766/396;12.42;4;1;NA;334634
Split;Zadar;Nin - Kožino;81c;Diklo;d.766/403;12.42;4;1;NA;334634
Split;Zadar;Škabrnja;neureðen;Škabrnja;193;18.56;4;1;NA;335096
Split;Zadar;Škabrnja;neureðen;Škabrnja;194;36.27;4;1;NA;335096
Split;Zadar;Škabrnja;neureðen;Škabrnja;1068/5;252.1;4;1;NA;335096
Split;Zadar;Sukošan;neureðen;Sukošan;3017/1;133.11;4;1;NA;335070
Split;Zadar;Sukošan;neureðen;Sukošan;3204/32;13.41;4;1;NA;335070
Split;Zadar;Sukošan;neureðen;Sukošan;3016/1;85.78;4;1;NA;335070
Split;Zadar;Sukošan;neureðen;Sukošan;3673/1;131.08;4;1;NA;335070
Gospiæ;Graèac;Istoèni Resnik;107a;Tomingaj;3127/2;61.88;4;1;NA;311316
Gospiæ;Graèac;Istoèni Resnik;107a;Tomingaj;d.3127/5;61.88;4;1;NA;311316
Gospiæ;Graèac;Istoèni Resnik;105a;Tomingaj;d.3127/1;46.11;4;1;NA;311316
Gospiæ;Graèac;Istoèni Resnik;105a;Tomingaj;d.3127/5;46.11;4;1;NA;311316
Senj;Krk;Obzova;NA;Batomalj;d.371/2;13.43;4;1;nije poznata KO niti odsjeci, pretpostavljen batomalj;315842
Senj;Krk;Obzova;NA;Batomalj;d.371/3;13.43;4;1;nije poznata KO niti odsjeci, pretpostavljen batomalj;315842
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2142;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2433;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2526;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2494;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2494;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2495;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2496;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2498;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2499;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2500;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2501;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2502;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2503;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2503;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2504;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2505;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2506;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2507;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2508;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2509;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2510;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2511;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2457;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2458;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2456;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2459;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2460;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2461;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2463;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2464;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2455;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2454;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2465;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2466;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2467;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2568;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2469;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2562/3;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2453;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2452;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2470;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2471;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2451;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2444/3;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2443/3;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2450;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2449/2;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2449/1;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2472;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2473/1;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2473/2;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2474;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2448;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2444/2;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2443/2;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2447;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2462/2;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2475;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2446;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2445/2;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2478;89.45;5;1;NA;334260
Vukovar;Ilok;Iloèke šume;7g;Šarengrad;2479;89.45;5;1;NA;334260
Buzet;Cres - Lošinj;Vrana;1e;Osor;d.117/1;15.89;5;1;NA;302422
Buzet;Cres - Lošinj;Vrana;1e;Osor;d.117/5;15.89;5;1;NA;302422
Buzet;Labin;Smokvica;57a;Ripenda;201/1;25.92;5;1;NA;316636
Buzet;Opatija;Liburnija;55b;Kalac;3567/91-18;44.92;5;1;NA;319899
Buzet;Pazin;Butoniga;13e;Gologorica;787/3;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;787/4;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;787/6;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;787/7;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;787/9;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;788/1;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;788/2;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;792/1;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;794/1;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;797/2;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;797/6;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;799/3;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;799/5;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;799/6;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;799/9;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;799/10;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;801/2;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;809/2;2.16;5;1;NA;322253
Buzet;Pazin;Butoniga;13e;Gologorica;809/1;2.16;5;1;NA;322253
Buzet;Pazin;Vetva;17a;Lindar;5585/1;1.35;5;1;NA;322385
Buzet;Pazin;Vetva;17a;Lindar;5585/3;1.35;5;1;NA;322385
Buzet;Pazin;Vetva;17a;Lindar;6394;1.35;5;1;NA;322385
Buzet;Pazin;Vetva;17a;Lindar;6403/2;1.35;5;1;NA;322385
Buzet;Pazin;Vetva;17a;Lindar;6425/21;1.35;5;1;NA;322385
Buzet;Pazin;Vetva;17a;Lindar;6510/2;1.35;5;1;NA;322385
Buzet;Pazin;Vetva;17a;Lindar;6547/2;1.35;5;1;NA;322385
Buzet;Pazin;Vetva;17a;Lindar;6595;1.35;5;1;NA;322385
Buzet;Pazin;Vetva;17a;Lindar;6603;1.35;5;1;NA;322385
Buzet;Pazin;Vetva;17b;Lindar;6485/1;1.31;5;1;NA;322385
Buzet;Pazin;Vetva;28h;Graèišæe;3319/6;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3319/12;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3319/13;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3337/2;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3373/3;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3373/5;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3373/6;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3379/2;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3386/1;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3435/1;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3435/3;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3441/1;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3441/2;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3475;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3551/66;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3630/1;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3638;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3667/1;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3667/12;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3667/18;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3687;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3734;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3735;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3736;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3768/27;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3792;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3846;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;4840/1;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;3830/2;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;4877/8;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;4906/119;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;4906/135;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;4999/10;11.87;5;1;NA;322270
Buzet;Pazin;Vetva;28h;Graèišæe;5006/2;11.87;5;1;NA;322270
Buzet;Poreè;Dubrava;8b;Poreè;3086;1.22;5;1;NA;327662
Buzet;Poreè;Dubrava;8b;Poreè;3140/4;1.22;5;1;NA;327662
Buzet;Poreè;Dubrava;8b;Poreè;3144;1.22;5;1;NA;327662
Buzet;Poreè;Dubrava;8b;Poreè;3146;1.22;5;1;NA;327662
Buzet;Poreè;Dubrava;8b;Poreè;3150;1.22;5;1;NA;327662
Buzet;Poreè;Dubrava;12b;Vabriga;454;0.41;5;1;NA;323799
Buzet;Poreè;Dubrava;26e;Kaštelir;631/3;1.61;5;1;NA;323675
Buzet;Poreè;Dubrava;26e;Kaštelir;728/3;1.61;5;1;NA;323675
Buzet;Poreè;Dubrava;26e;Kaštelir;724/1;1.61;5;1;NA;323675
Buzet;Poreè;Dubrava;26e;Kaštelir;828/1;1.61;5;1;NA;323675
Buzet;Poreè;Dubrava;26e;Kaštelir;1466/2;1.61;5;1;NA;323675
Buzet;Poreè;Dubrava;26h;Vižinada;2043/2;0.73;5;1;NA;323829
Buzet;Poreè;Dubrava;53c;Višnjan;1786/6;0.64;5;1;NA;323802
Buzet;Poreè;Dubrava;53c;Višnjan;1900;0.64;5;1;NA;323802
Buzet;Poreè;Dubrava;57i;Sveti Ivan;1078/5;1.33;5;1;NA;323756
Buzet;Poreè;Dubrava;57i;Sveti Ivan;1081/5;1.33;5;1;NA;323756
Buzet;Poreè;Dubrava;57i;Sveti Ivan;1173/7;1.33;5;1;NA;323756
Buzet;Poreè;Dubrava;57i;Sveti Ivan;1181/5;1.33;5;1;NA;323756
Buzet;Poreè;Dubrava;63f;Žbandaj;2054/1;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2354/1;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2355/1;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2355/2;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2356/2;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2356/3;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2356/4;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2357/1;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2359;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2395;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2396;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2397;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2398/1;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2398/2;1.9;5;1;NA;323853
Buzet;Poreè;Dubrava;63f;Žbandaj;2404;1.9;5;1;NA;323853
Buzet;Pula;Proština;62b;Galižana;334/1;10;5;1;NA;323853
Buzet;Rovinj;Rovinj;112h;Rovinj;2710/3;2.36;5;1;NA;324914
Buzet;Rovinj;Rovinj;112h;Rovinj;2730/7;2.36;5;1;NA;324914
Buzet;Buje;Oprtalj;81f;Momjan;1133/3;0.05;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1133/5;0.05;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1136;0.02;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1138/1;0.09;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1138/5;0.1;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1139/1;0.007;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1140;0.25;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1141/1;0.43;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1141/2;0.11;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1143/1;0.16;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1611/2;0.36;5;1;NA;301914
Buzet;Buje;Oprtalj;81f;Momjan;1616/1;1.02;5;1;NA;301914
Buzet;Buje;Oprtalj;92I;Grožnjan;1499/1;0.31;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1516;0.05;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1518;0.25;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1519/1;0.24;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1521/1;0.11;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1540/1;0.33;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1553/1;0.04;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1554/2;0.2;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1555;0.23;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1601;0.23;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1609;0.01;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1612;0.06;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1616/2;0.48;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1626;0.03;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1629;0.13;6;1;NA;301825
