USP;Sumarija;GJ;Odsjek;KO;KC;Povrsina;stranica;odluka;napomena;ko_mb
Buzet;Buje;Oprtalj;92I;Grožnjan;1630;0.01;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1633;0.11;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1634;0.15;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1640;0.52;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1642;0.16;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1677/1;0.71;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1677/3;0.42;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1677/4;0.06;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1677/5;0.27;6;1;NA;301825
Buzet;Buje;Oprtalj;92I;Grožnjan;1724;8.07;6;1;NA;301825
Buzet;Buzet;Kras;30b;Gradinje;1734/122;0.35;6;1;NA;322288
Buzet;Buzet;Kras;30b;Gradinje;1734/123;0.35;6;1;NA;322288
Buzet;Buzet;Kras;30b;Gradinje;1734/131;0.35;6;1;NA;322288
Buzet;Buzet;Kras;30b;Gradinje;1734/132;0.35;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;988/56;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;988/57;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;988/59;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;988/73;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;988/127;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1643/4;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1645/5;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1655/2;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1658/1;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1658/2;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1658/3;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1659/1;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1659/4;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1693/1;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1693/3;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1693/4;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1693/8;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1694/4;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1694/8;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1694/9;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1694/10;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1694/16;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1694/17;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1713/1;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1713/3;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1715/1;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;17191;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/93;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/95;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/96;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/103;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/110;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/118;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/119;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/120;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/121;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/126;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/127;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30c;Gradinje;1734/129;25.31;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1734/76;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1734/77;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1734/90;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1734/111;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1734/112;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1740/1;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1740/2;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1740/3;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1740/10;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1740;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1740/11;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1760;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1761/1;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1761/2;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;1766/2;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30e;Gradinje;4330/1;2.07;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/17;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/18;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/19;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/20;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/21;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/22;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/23;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/24;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/25;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/26;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1734/117;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1746/1;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30f;Gradinje;1746/2;16.47;6;1;NA;322288
Buzet;Buzet;Kras;30g;Gradinje;4317/6;1.93;6;1;NA;322288
Buzet;Buzet;Kras;30g;Gradinje;4337/2;1.93;6;1;NA;322288
Buzet;Buzet;Kras;30g;Gradinje;4337;1.93;6;1;NA;322288
Buzet;Buzet;Kras;30g;Gradinje;4365/2;1.93;6;1;NA;322288
Buzet;Buzet;Kras;30g;Gradinje;4367;1.93;6;1;NA;322288
Buzet;Buzet;Kras;30g;Gradinje;4389/11;1.93;6;1;NA;322288
Buzet;Buzet;Kras;30g;Gradinje;4389/13;1.93;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;267;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;287;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;288/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;294/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;294/10;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;329/7;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;329/8;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;330/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;337;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;339;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;344/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;350;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;351;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;356/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;359;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;400/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;402/13;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;402/16;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;431/4;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;445/7;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;445;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;452/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;487/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;529/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;530/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;555/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;559;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;560;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;561/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;561/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;567/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;567/4;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;568/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;571/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;586;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;608;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;617/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;628;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;629;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;634;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;636/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;643/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;644/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;644/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;652/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;662/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;685;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;686;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;698/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;698/4;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7314/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7321;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7394;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7395;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7444;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7447;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;448;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7457/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7457/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7357/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7465;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7469;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;7506;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;758/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;5040/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8042/14;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8047/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8047/4;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8124/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8128/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8238;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8257/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8294;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8309;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8311/4;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8316;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8336;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8345/6;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8541/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8643/4;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8736/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8736/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8878/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8895/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;8944;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9006;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9009;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9010/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9010/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9019;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9039;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9141;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9173/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9173/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9173/6;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9325/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9325/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9327/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9225/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9330/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9343/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9357/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9388/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9388/4;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9476/4;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9490;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9496/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9507/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9519;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;3525;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;3592;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9689/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9689/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9689/2;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9689/3;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32e;Gradinje;9650/1;11.17;6;1;NA;322288
Buzet;Buzet;Kras;32i;Gradinje;7798/9;0.97;7;1;NA;322288
Buzet;Buzet;Kras;32i;Gradinje;7798/10;0.97;7;1;NA;322288
Buzet;Buzet;Kras;32i;Gradinje;7811;0.97;7;1;NA;322288
Buzet;Buzet;Kras;32i;Gradinje;7813/2;0.97;7;1;NA;322288
Buzet;Buzet;Kras;32i;Gradinje;7813/6;0.97;7;1;NA;322288
Buzet;Buzet;Kras;32i;Gradinje;7813/7;0.97;7;1;NA;322288
Buzet;Buzet;Kras;32i;Gradinje;7813/81;0.97;7;1;NA;322288
Buzet;Buzet;Kras;32i;Gradinje;7950/4;0.97;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;30;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;32/2;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;34/1;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;34/2;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;36/2;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;36/3;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;51/1;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;51/2;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;110;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;111/1;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;111/2;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;112/1;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;204/7;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;217/1;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;230;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;272/1;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;274;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;275/5;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;275/6;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;321/6;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;321/7;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;322/2;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;355/2;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;376;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;377;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;385/2;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;394;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;395;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;397/1;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;719/22;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;720/1;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;720/3;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;720/6;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;720/9;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;721/1;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;724/5;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;724/10;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;724/14;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;724/25;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;728/6;6.72;7;1;NA;322288
Buzet;Buzet;Kras;33e;Gradinje;874/3;6.72;7;1;NA;322288
Buzet;Buzet;Kras;34d;Sovinjak;136;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;144;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;148;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;152;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;236;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;268;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;274;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;286;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;296;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;298;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;302;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;304;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;334;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;446;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;511;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;656;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;657;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;726;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;834;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;1383/1;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;1667;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;1668/2;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;1669/2;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;2051;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;2084;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;4883;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;4886;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;4888;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;4889;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;4892;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;4896;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;4901;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;4902;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;4904;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5007;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5173;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5174;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5175;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5215;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5216;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5322;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5325;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5331;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5412;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5414;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;5415;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6196;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;9294;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6334;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6342;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6378;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6465;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6530;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6550;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6551;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6552;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6553;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6554;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6621;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6833;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6834;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;6898;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7434;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7438;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7458;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7549;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7550;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7551/1;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7552;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7554;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7558;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7559;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7560;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7575;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7839;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7840/1;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7854;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7877/1;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7877/2;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7879;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7881;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7889;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7890;13.29;7;1;NA;302228
Buzet;Buzet;Kras;34d;Sovinjak;7891;13.29;7;1;NA;302228
