USP.x,Sumarija,GJ,Odsjek,KO.x,KC,Povrsina,stranica,odluka,napomena,KC_odluka,KC_2,ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija.y,USP.y,KOKC,.id,OBJECTID,KO.y,BROJ_KC,SHAPE_Leng,SHAPE_Area
Split,Zadar,NA,NA,Ninski Stanovi,1570,65.47,1,7,NA,1570,1570,336734,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,336734_1570,KC_ZADZ.csv,8004943,336734,1570,7511.055459975989,2036228.8780308669
Split,Zadar,NA,NA,Ninski Stanovi,1571,11.32,1,7,NA,1571,1571,336734,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,336734_1571,KC_ZADZ.csv,8004946,336734,1571,5335.068481398472,1276208.133438253
Split,Zadar,NA,NA,Ninski Stanovi,1573,40.27,1,7,NA,1573,1573,336734,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,336734_1573,KC_ZADZ.csv,8002673,336734,1573,8830.492409252982,2286508.0232887715
Split,Zadar,NA,NA,Bokanjac,627/16,80.99,1,7,NA,627/16,627/16,334588,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334588_627/16,KC_ZADZ.csv,293659,334588,627/16,247.31694177069087,1784.5022223045867
Split,Zadar,NA,NA,Pridraga,342/1,6.28,1,7,NA,342/1,342/1,334901,Zadar,Zadarska županija,Zadar,Šumarija Zadar,Split,334901_342/1,KC_ZADZ.csv,4375495,334900.99999999994,342/1,4004.98665041803,562472.946931784
Split,Brač,NA,NA,Dol,4265,10.2733,1,7,NA,4265,4265,301566,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301566_4265,KC_SDZ.csv,4479753,301566,4265,1388.1899706574366,102181.84329547665
Split,Brač,NA,NA,Povlja,d.539/3,2.83,1,7,NA,d.539/3,539/3,301671,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301671_539/3,KC_SDZ.csv,4381086,301671.00000000006,539/3,2399.5383638558046,215686.27523467378
Split,Brač,NA,NA,Selca,d.2760/1,195.92,1,7,NA,"d.2760/1, d.2844/1, d.2845/10, d.1030/15, d.2843/2",2760/1,301701,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301701_2760/1,KC_SDZ.csv,11742871,301700.99999999994,2760/1,8854.802611947965,1409260.4350364602
Split,Brač,NA,NA,Selca,d.2844/1,195.92,1,7,NA,"d.2760/1, d.2844/1, d.2845/10, d.1030/15, d.2843/2",2844/1,301701,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301701_2844/1,KC_SDZ.csv,11743754,301700.99999999994,2844/1,6469.249101963921,711967.8133471782
Split,Brač,NA,NA,Selca,d.2845/10,195.92,1,7,NA,"d.2760/1, d.2844/1, d.2845/10, d.1030/15, d.2843/2",2845/10,301701,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301701_2845/10,KC_SDZ.csv,11739332,301700.99999999994,2845/10,8002.018383718702,695881.983602007
Split,Brač,NA,NA,Selca,d.1030/15,195.92,1,7,NA,"d.2760/1, d.2844/1, d.2845/10, d.1030/15, d.2843/2",1030/15,301701,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301701_1030/15,KC_SDZ.csv,11749126,301700.99999999994,1030/15,3038.9729530556174,134411.85566264958
Split,Brač,NA,NA,Selca,d.2843/2,195.92,1,7,NA,"d.2760/1, d.2844/1, d.2845/10, d.1030/15, d.2843/2",2843/2,301701,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301701_2843/2,KC_SDZ.csv,11747318,301700.99999999994,2843/2,4668.00830398216,999961.1386249157
Split,Brač,NA,NA,Mirce,d.1022,1.6185,1,7,NA,d.1022,1022,301639,Supetar,Splitsko-dalmatinska županija,Split,Šumarija Brač,Split,301639_1022,KC_SDZ.csv,11371325,301639.00000000006,1022,762.3568141569995,16270.264133121194
Split,Dubrovnik,NA,NA,Ošlje,3892,19.5255,1,7,NA,3892,3892,306894,Dubrovnik,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Dubrovnik,Split,306894_3892,KC_DNZ.csv,1066399,306894,3892,2274.1559114901975,196271.34840474752
Split,Dubrovnik,NA,NA,Ošlje,3893/1,42.23,1,7,NA,3893/1,3893/1,306894,Dubrovnik,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Dubrovnik,Split,306894_3893/1,KC_DNZ.csv,1067155,306894,3893/1,4916.461293372839,382002.6314605006
Split,Dubrovnik,NA,NA,Smokovljani,2379,50,1,7,NA,2379,2379,307114,Dubrovnik,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Dubrovnik,Split,307114_2379,KC_DNZ.csv,971899,307114,2379,19724.500684043014,4547694.003361315
Split,Dubrovnik,NA,NA,Stupa,d.17,68,1,7,NA,d.17,17,307181,Dubrovnik,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Dubrovnik,Split,307181_17,KC_DNZ.csv,1844489,307180.99999999994,17,2956.2611633977704,413525.9484917521
Split,Dubrovnik,NA,NA,Boljenovići,25/1,3,1,7,NA,25/1,25/1,306134,Dubrovnik,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Dubrovnik,Split,306134_25/1,KC_DNZ.csv,8604984,306134,25/1,4483.69961242704,653164.286119082
Split,Dubrovnik,NA,NA,Boljenovići,25/1,39.8,1,7,NA,25/1,25/1,306134,Dubrovnik,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Dubrovnik,Split,306134_25/1,KC_DNZ.csv,8604984,306134,25/1,4483.69961242704,653164.286119082
Split,Drniš,NA,NA,Baljci,d.661/1,3.16,1,7,NA,d.661/1,661/1,305502,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305502_661/1,KC_SKZ.csv,11937837,305502,661/1,1239.6289865995489,68690.24396450414
Split,Drniš,NA,NA,Bogatić Prominski,d.377,33.83,1,7,NA,"d.377, d.426",377,305537,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305537_377,KC_SKZ.csv,11102475,305536.99999999994,377,6946.393333755051,1228066.6135429132
Split,Drniš,NA,NA,Bogatić Prominski,d.426,33.83,1,7,NA,"d.377, d.426",426,305537,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305537_426,KC_SKZ.csv,11100221,305536.99999999994,426,3266.0818063491215,307938.6055195207
Split,Drniš,NA,NA,Velušić,d. 1095/3,20,1,7,NA,"d. 1095/3, d.1099/3", 1095/3,306070,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,306070_ 1095/3,NA,NA,NA,NA,NA,NA
Split,Drniš,NA,NA,Velušić,d.1099/3,20,1,7,NA,"d. 1095/3, d.1099/3",1099/3,306070,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,306070_1099/3,KC_SKZ.csv,12647962,306070,1099/3,2539.1535119947625,188783.13316089008
Split,Drniš,NA,NA,Trbounje,d.1347,20,1,7,NA,d.1347,1347,306045,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,306045_1347,KC_SKZ.csv,12812958,306044.99999999994,1347,1608.467171713402,119437.965025649
Split,Drniš,NA,NA,Sedramić,d.339/9,8,1,7,NA,d.339/9,339/9,305979,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305979_339/9,KC_SKZ.csv,12837006,305979.00000000006,339/9,3894.700246811319,192817.0495985572
Split,Drniš,NA,NA,Drinovci,d.1301/2,20,1,7,NA,d.1301/2,1301/2,305618,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305618_1301/2,KC_SKZ.csv,3029700,305618,1301/2,15300.658248457825,2020632.4846335596
Split,Drniš,NA,NA,Visoka,621/1,1.5,1,7,NA,621/1,621/1,306088,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,306088_621/1,KC_SKZ.csv,12832115,306088,621/1,5641.906267201596,1032590.4541312598
Split,Drniš,NA,NA,Visoka,621/1,1.5,1,7,NA,621/1,621/1,306088,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,306088_621/1,KC_SDZ.csv,12832115,306088,621/1,5641.906267201596,1032590.4541312598
Split,Drniš,NA,NA,Drinovci,377,22,1,7,NA,377,377,305618,Drniš,Šibensko-kninska županija,Šibenik,Šumarija Drniš,Split,305618_377,KC_SKZ.csv,3025248,305618,377,4424.5495037451565,419016.41890422226
Split,Imotski,NA,NA,Vinjani,4280,6.0157,1,7,NA,"4280, 4282",4280,312037,Imotski,Splitsko-dalmatinska županija,Split,Šumarija Imotski,Split,312037_4280,KC_SDZ.csv,3767705,312036.99999999994,4280,309.9845651737339,4257.316428878387
Split,Imotski,NA,NA,Vinjani,4282,6.0157,1,7,NA,"4280, 4282",4282,312037,Imotski,Splitsko-dalmatinska županija,Split,Šumarija Imotski,Split,312037_4282,NA,NA,NA,NA,NA,NA
Split,Imotski,NA,NA,Vinjani,d.3807/9,2,1,7,NA,d.3807/9,3807/9,312037,Imotski,Splitsko-dalmatinska županija,Split,Šumarija Imotski,Split,312037_3807/9,KC_SDZ.csv,3776137,312036.99999999994,3807/9,10960.098511744705,1049563.010673177
Split,Knin,NA,NA,Biskupija,d.3655/30,2,1,7,NA,d.3655/30,3655/30,313777,Knin,Šibensko-kninska županija,Šibenik,Šumarija Knin,Split,313777_3655/30,KC_SKZ.csv,7931073,313776.99999999994,3655/30,3262.6082379073964,128541.17049272079
Split,Korčula,NA,NA,Pupnat,2858/1,0.995,1,7,NA,2858/1,2858/1,314714,Korèula,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Korčula,Split,314714_2858/1,KC_DNZ.csv,1392893,314714,2858/1,938.608050548441,27358.445251183493
Split,Korčula,NA,NA,Čara,636/1,9,1,7,NA,636/1,636/1,314641,Korèula,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Korčula,Split,314641_636/1,KC_DNZ.csv,1351106,314640.99999999994,636/1,6294.379376943909,1741425.3564713032
Split,Metković,NA,NA,Plina,d.675,10,1,7,NA,d.675,675,312959,Ploèe,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,312959_675,KC_DNZ.csv,1069312,312959.00000000006,675,25833.923018761747,5553416.051635469
Split,Metković,NA,NA,Metković,d.1448/1,8,1,7,NA,d.1448/1,1448/1,317152,Metkoviæ,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,317152_1448/1,NA,NA,NA,NA,NA,NA
Split,Metković,NA,NA,Vid,636/1,1.5,1,7,duplira se,636/1,636/1,317209,Metkoviæ,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,317209_636/1,KC_DNZ.csv,12128580,317208.99999999994,636/1,33907.10729100342,5571036.589344194
Split,Metković,NA,NA,Slivno,d.5312,2.0629,1,7,NA,d.5312,5312,317187,Metkoviæ,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,317187_5312,KC_DNZ.csv,13720347,317187.00000000006,5312,1304.0502603767268,25155.50539329569
Split,Metković,NA,NA,Slivno,d.5326,0.6355,1,7,NA,d.5326,5326,317187,Metkoviæ,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,317187_5326,KC_DNZ.csv,13720345,317187.00000000006,5326,338.0239220482273,6225.215999646786
Split,Metković,NA,NA,Slivno,d.5332,2.0173,1,7,NA,d.5332,5332,317187,Metkoviæ,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,317187_5332,KC_DNZ.csv,13720346,317187.00000000006,5332,945.4679640130273,21013.462461421463
Split,Metković,NA,NA,Desne,d.3798/1,5,1,7,NA,d.3798/1,3798/1,317136,Metkoviæ,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,317136_3798/1,KC_DNZ.csv,12099188,317136,3798/1,39412.43424981997,8936550.660634857
Split,Metković,NA,NA,Struge,10174,10,1,7,NA,10174,10174,317195,Metkoviæ,Dubrovačko-neretvanska župani,Dubrovnik,Šumarija Metković,Split,317195_10174,NA,NA,NA,NA,NA,NA
Split,Obrovac,NA,NA,Karin,d.1467/1,30,1,7,NA,d.1467/1,1467/1,300519,Benkovac,Zadarska županija,Zadar,Šumarija Obrovac,Split,300519_1467/1,KC_ZADZ.csv,13940288,300519.00000000006,1467/1,9596.19439637411,1517677.8060802673
Split,Sinj,NA,NA,Čaporice,d.540/1,21.99,2,7,NA,d.540/1,540/1,325511,Sinj,Splitsko-dalmatinska županija,Split,Šumarija Sinj,Split,325511_540/1,KC_SDZ.csv,10983416,325511.00000000006,540/1,5484.9387862555495,221658.4651489242
Split,Sinj,NA,NA,Čaporice,d.310/1,37.8,2,7,NA,d.310/1,310/1,325511,Sinj,Splitsko-dalmatinska županija,Split,Šumarija Sinj,Split,325511_310/1,KC_SDZ.csv,10982301,325511.00000000006,310/1,2961.140238129006,281785.91228246596
Split,Sinj,NA,NA,Čaporice,d.310/2,2.1645,2,7,NA,d.310/2,310/2,325511,Sinj,Splitsko-dalmatinska županija,Split,Šumarija Sinj,Split,325511_310/2,KC_SDZ.csv,10966433,325511.00000000006,310/2,746.7797825868669,21610.389923542618
Split,Sinj,NA,NA,Vedrine,1882,15.12,2,7,NA,1882,1882,325945,Sinj,Splitsko-dalmatinska županija,Split,Šumarija Sinj,Split,325945_1882,KC_SDZ.csv,13673328,325944.99999999994,1882,1880.5532197628875,140509.94300474058
Split,Split,NA,NA,Kaštel Novi,177/9,0.8092,2,7,NA,177/9,177/9,313483,Kaštel Sućurac,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,313483_177/9,NA,NA,NA,NA,NA,NA
Split,Split,NA,NA,Vis,4756/11,1.078,2,7,NA,4756/11,4756/11,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_4756/11,KC_SDZ.csv,5585357,332763.00000000006,4756/11,458.0480070964811,10971.636307575238
Split,Split,NA,NA,Vis,8487/156,0.1633,2,7,NA,8487/156,8487/156,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_8487/156,KC_SDZ.csv,4647985,332763.00000000006,8487/156,157.77615944380466,1562.290813312624
Split,Split,NA,NA,Vis,8487/157,0.2023,2,7,NA,8487/157,8487/157,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_8487/157,KC_SDZ.csv,4647006,332763.00000000006,8487/157,257.86951229779424,2014.5260503112215
Split,Split,NA,NA,Vis,8493,6.461,2,7,NA,8493,8493,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_8493,KC_SDZ.csv,4649988,332763.00000000006,8493,1126.7706196071017,65340.25745135049
Split,Split,NA,NA,Vis,8494,0.617,2,7,NA,8494,8494,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_8494,KC_SDZ.csv,4649990,332763.00000000006,8494,349.64984332516923,6238.634760696148
Split,Split,NA,NA,Vis,8495,0.1964,2,7,NA,8495,8495,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_8495,KC_SDZ.csv,4652071,332763.00000000006,8495,221.24378527217067,1939.5349605313145
Split,Split,NA,NA,Vis,8498,0.1888,2,7,NA,8498,8498,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_8498,KC_SDZ.csv,4649989,332763.00000000006,8498,166.8685703298661,1855.5683017466995
Split,Split,NA,NA,Vis,8500,0.2147,2,7,NA,8500,8500,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_8500,KC_SDZ.csv,4648991,332763.00000000006,8500,189.15516561396637,2125.8749115329397
Split,Split,NA,NA,Vis,8501,0.0408,2,7,NA,8501,8501,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_8501,NA,NA,NA,NA,NA,NA
Split,Split,NA,NA,Vis,1767/3,40.86,2,7,NA,"1767/3, 1767/4, 1808",1767/3,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_1767/3,KC_SDZ.csv,4675425,332763.00000000006,1767/3,653.8331109743134,3266.433395357641
Split,Split,NA,NA,Vis,1767/4,40.86,2,7,NA,"1767/3, 1767/4, 1808",1767/4,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_1767/4,KC_SDZ.csv,4674374,332763.00000000006,1767/4,4422.034435034686,384920.52019792784
Split,Split,NA,NA,Vis,1808,40.86,2,7,NA,"1767/3, 1767/4, 1808",1808,332763,Vis,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,332763_1808,KC_SDZ.csv,4672469,332763.00000000006,1808,1257.9238533378182,20306.081010028796
Split,Split,NA,NA,Podgrađe,d.363/1,1.5,2,7,NA,"d.363/1, d.374/1",363/1,319716,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319716_363/1,KC_SDZ.csv,13185102,319716,363/1,4973.790330767177,139313.64840857018
Split,Split,NA,NA,Podgrađe,d.374/1,1.5,2,7,NA,"d.363/1, d.374/1",374/1,319716,Omiš,Splitsko-dalmatinska županija,Split,Šumarija Split,Split,319716_374/1,KC_SDZ.csv,13181589,319716,374/1,11600.743969475785,5365792.072699158
Split,Šibenik,NA,NA,Konjevrate,d.4000/12,97.98,2,7,NA,"d.4000/12, d.4001/1, d.4001/1",4000/12,330051,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330051_4000/12,KC_SKZ.csv,11831192,330051.00000000006,4000/12,5937.273397275472,1372714.3207618415
Split,Šibenik,NA,NA,Konjevrate,d.4001/1,97.98,2,7,NA,"d.4000/12, d.4001/1, d.4001/1",4001/1,330051,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330051_4001/1,KC_SKZ.csv,11830053,330051.00000000006,4001/1,5495.060167296996,457333.61452468997
Split,Šibenik,NA,NA,Konjevrate,d.4001/1,97.98,2,7,NA,"d.4000/12, d.4001/1, d.4001/1",4001/1,330051,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330051_4001/1,KC_SKZ.csv,11830053,330051.00000000006,4001/1,5495.060167296996,457333.61452468997
Split,Šibenik,NA,NA,Tisno,d.9178/7,10,2,7,NA,d.9178/7,9178/7,330272,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330272_9178/7,KC_SKZ.csv,11985972,330272,9178/7,1476.062605307441,33776.6953396264
Split,Šibenik,NA,NA,Skradin,d.1751/1,2.9,2,7,NA,d.1751/1,1751/1,330230,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330230_1751/1,KC_SKZ.csv,10148174,330230,1751/1,11530.854520741292,1289259.8208566902
Split,Šibenik,NA,NA,Danilo Biranj,d.1306/93,6,2,7,NA,d.1306/93,1306/93,329959,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329959_1306/93,KC_SKZ.csv,10200689,329959.00000000006,1306/93,5653.4824372895055,486555.0446206075
Split,Šibenik,NA,NA,Jadrtovac,d.347/1,30,2,7,NA,"d.347/1, d.347/7, d.347/9, d.2100/1, d.2100/2",347/1,330035,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330035_347/1,NA,NA,NA,NA,NA,NA
Split,Šibenik,NA,NA,Jadrtovac,d.347/7,30,2,7,NA,"d.347/1, d.347/7, d.347/9, d.2100/1, d.2100/2",347/7,330035,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330035_347/7,NA,NA,NA,NA,NA,NA
Split,Šibenik,NA,NA,Jadrtovac,d.347/9,30,2,7,NA,"d.347/1, d.347/7, d.347/9, d.2100/1, d.2100/2",347/9,330035,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330035_347/9,NA,NA,NA,NA,NA,NA
Split,Šibenik,NA,NA,Jadrtovac,d.2100/1,30,2,7,NA,"d.347/1, d.347/7, d.347/9, d.2100/1, d.2100/2",2100/1,330035,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330035_2100/1,KC_SKZ.csv,11889095,330035.00000000006,2100/1,10987.828354913958,1920097.3096804847
Split,Šibenik,NA,NA,Jadrtovac,d.2100/2,30,2,7,NA,"d.347/1, d.347/7, d.347/9, d.2100/1, d.2100/2",2100/2,330035,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330035_2100/2,KC_SKZ.csv,11887849,330035.00000000006,2100/2,4306.8355910936225,600711.3822380975
Split,Šibenik,NA,NA,Jadrtovac,d.2147,30,2,7,NA,d.2147,2147,330035,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330035_2147,NA,NA,NA,NA,NA,NA
Split,Šibenik,NA,NA,Jadrtovac,d.2130/1,125,2,7,NA,"d.2130/1, d.2150",2130/1,330035,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330035_2130/1,KC_SKZ.csv,11886659,330035.00000000006,2130/1,7323.3229100572,1359598.766047475
Split,Šibenik,NA,NA,Jadrtovac,d.2150,125,2,7,NA,"d.2130/1, d.2150",2150,330035,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330035_2150,KC_SKZ.csv,11886652,330035.00000000006,2150,4264.218172783418,477335.87913315266
Split,Šibenik,NA,NA,Krapanj,d.3034/1,125,2,7,NA,d.3034/1,3034/1,330078,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330078_3034/1,KC_SKZ.csv,3722254,330078,3034/1,25437.919959551444,3462438.6200269624
Split,Šibenik,NA,NA,Grebaštica,d.3034/2,125,2,7,NA,d.3034/2,3034/2,330027,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330027_3034/2,KC_SKZ.csv,11934586,330027.00000000006,3034/2,21383.773624455764,6692140.745313829
Split,Šibenik,NA,NA,Bribir,524/1,72.6,2,7,NA,524/1,524/1,329916,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329916_524/1,KC_SKZ.csv,10063133,329916,524/1,4875.0214234835275,749318.9218327553
Split,Šibenik,NA,NA,Bribir,524/2,47.38,2,7,NA,"524/2, 524/3",524/2,329916,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329916_524/2,KC_SKZ.csv,10067863,329916,524/2,5060.800979037328,531679.5225391577
Split,Šibenik,NA,NA,Bribir,524/3,47.38,2,7,NA,"524/2, 524/3",524/3,329916,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329916_524/3,KC_SKZ.csv,10061920,329916,524/3,3476.38546189002,483187.16648589005
Split,Šibenik,NA,NA,Velika Glava,d.1626/1,5,2,7,NA,d.1626/1,1626/1,330329,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330329_1626/1,KC_SKZ.csv,10185030,330328.99999999994,1626/1,3853.9636796282757,342579.7025059785
Split,Šibenik,NA,NA,Dubravice,d.1401/1,5,2,7,NA,d.1401/1,1401/1,329991,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329991_1401/1,KC_SKZ.csv,9949155,329991.00000000006,1401/1,3884.4689046684352,400775.2789867719
Split,Šibenik,NA,NA,Čista,d.99/8,47.4,2,7,NA,d.99/8,99/8,329932,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329932_99/8,KC_ZADZ.csv,10062680,329932,99/8,6469.124254066464,1475772.2467729924
Split,Šibenik,NA,NA,Čista,d.99/8,47.4,2,7,NA,d.99/8,99/8,329932,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,329932_99/8,KC_SKZ.csv,10062680,329932,99/8,6469.124254066464,1475772.2467729924
Split,Šibenik,NA,NA,Pirovac,2576/2,134.75,2,7,NA,2576/2,2576/2,330159,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330159_2576/2,KC_SKZ.csv,13308365,330159.00000000006,2576/2,7555.456400051841,1085388.3206338414
Split,Šibenik,NA,NA,Zaton-Raslina,618/5,20,2,7,NA,618/5,618/5,330353,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330353_618/5,KC_SKZ.csv,11932960,330352.99999999994,618/5,9416.944539109503,1389811.077873377
Split,Šibenik,NA,NA,Vaćani,263,2.7,2,7,NA,263,263,330302,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330302_263,KC_SKZ.csv,10175733,330302,263,2267.599328159921,241351.45342988003
Split,Šibenik,NA,NA,Velika Glava,817/1,15,2,7,NA,"817/1, 885/1",817/1,330329,Šibenik,Šibensko-kninska županija,Šibenik,Šumarija Šibenik,Split,330329_817/1,KC_SKZ.csv,10177858,330328.99999999994,817/1,5626.253481551501,552090.2817917005
